movie_production_year,movie_financial_summary_production_budget,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,production_date_year,movie_creative_type_display_name,movie_source_display_name,movie_production_method_display_name,movie_genre_display_name
2003,78000000,66465204,112800000,1/1/2003,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure
2004,78000000,67286731,40049927,1/1/2004,Historical Fiction,Original Screenplay,Live Action,Western
2013,78000000,119793567,154599082,1/1/2013,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure
2002,78000000,92955420,113500000,1/1/2002,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2011,79000000,74158157,76361060,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2011,79000000,103860290,214285872,1/1/2011,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure
2006,80000000,155019340,188377907,1/1/2006,Kids Fiction,Based on Comic/Graphic Novel,Digital Animation,Comedy
2008,80000000,110101975,111366960,1/1/2008,Fantasy,Original Screenplay,Live Action,Comedy
2002,80000000,56684819,42298771,1/1/2002,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure
2014,80000000,85755593,126000000,1/1/2014,Historical Fiction,Original Screenplay,Live Action,Drama
2006,80000000,37384046,61626621,1/1/2006,Contemporary Fiction,Original Screenplay,Digital Animation,Adventure
2007,80000000,15074191,25072851,1/1/2007,Science Fiction,Remake,Live Action,Thriller/Suspense
2008,80000000,120146040,48165518,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2011,80000000,133107389,215981134,1/1/2011,Kids Fiction,Based on TV,Animation/Live Action,Comedy
2012,80000000,23169033,85300000,1/1/2012,Historical Fiction,Original Screenplay,Live Action,Drama
2010,80000000,100246011,104528679,1/1/2010,Kids Fiction,Based on TV,Animation/Live Action,Adventure
2008,80000000,101440743,76625826,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2005,80000000,45356386,95900000,1/1/2005,Historical Fiction,Remake,Live Action,Adventure
2005,80000000,1900451,4400000,1/1/2005,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action
2001,80000000,69772969,77307444,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Action
2010,80000000,103028109,111946844,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2009,80000000,38577772,81090578,1/1/2009,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action
2003,80000000,20950820,33589842,1/1/2003,Kids Fiction,Based on Short Film,Live Action,Comedy
2010,80000000,80360866,90444659,1/1/2010,Fantasy,Original Screenplay,Animation/Live Action,Romantic Comedy
2015,80000000,169700110,299684361,1/1/2015,Kids Fiction,Original Screenplay,Digital Animation,Comedy
2009,80000000,19676965,33831893,1/1/2009,Contemporary Fiction,Based on Musical or Opera,Live Action,Musical
2002,80000000,104054514,79300000,1/1/2002,Historical Fiction,Based on Comic/Graphic Novel,Live Action,Drama
2005,80000000,62252415,67846147,1/1/2005,Fantasy,Based on TV,Live Action,Comedy
2005,80000000,128200012,132500000,1/1/2005,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2005,80000000,37899638,67400000,1/1/2005,Fantasy,Original Screenplay,Live Action,Adventure
2012,80000000,133668525,113355283,1/1/2012,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2003,80000000,19480739,7222445,1/1/2003,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure
2003,80000000,95632614,69541295,1/1/2003,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2010,80000000,94835059,63915758,1/1/2010,Science Fiction,Original Screenplay,Live Action,Action
2010,80000000,19422319,67365211,1/1/2010,Factual,Based on Real Life Events,Live Action,Documentary
2011,80000000,254464305,332000000,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2009,80000000,128012934,171448848,1/1/2009,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2006,80000000,15132763,98192980,1/1/2006,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2003,80000000,102543518,80239000,1/1/2003,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2002,80000000,73215310,33300000,1/1/2002,Kids Fiction,Original Screenplay,Hand Animation,Adventure
2008,80000000,79366978,153700000,1/1/2008,Science Fiction,Remake,Live Action,Adventure
2008,80000000,130319208,96420208,1/1/2008,Contemporary Fiction,Based on TV,Live Action,Comedy
2012,80000000,36076121,94504609,1/1/2012,Kids Fiction,Based on TV,Animation/Live Action,Adventure
2015,80000000,27367660,103866746,1/1/2015,Fantasy,Original Screenplay,Live Action,Action
2004,80000000,65948711,30200000,1/1/2004,Historical Fiction,Remake,Live Action,Thriller/Suspense
2002,80000000,145771527,100028473,1/1/2002,Kids Fiction,Original Screenplay,Hand Animation,Adventure
2003,80000000,124685242,142000000,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2006,80000000,64038616,117000000,1/1/2006,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense
2001,80000000,38311134,60030798,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2011,80000000,408010692,269912687,1/1/2011,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2003,81000000,242704995,240768967,1/1/2003,Fantasy,Original Screenplay,Live Action,Comedy
2010,82000000,103068524,165199650,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Action
2005,82000000,158119460,32201108,1/1/2005,Contemporary Fiction,Remake,Live Action,Comedy
2006,82500000,137340146,100329456,1/1/2006,Fantasy,Original Screenplay,Live Action,Comedy
2008,82500000,75791785,84401560,1/1/2008,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2008,82500000,81168265,142468684,1/1/2008,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure
2006,82500000,82599768,61000000,1/1/2006,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama
2002,84000000,153294164,123000000,1/1/2002,Kids Fiction,Based on TV,Live Action,Comedy
2013,84000000,53262560,83900000,1/1/2013,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action
2009,85000000,112735375,111879369,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2010,85000000,45539292,69440630,1/1/2010,Kids Fiction,Original Screenplay,Live Action,Comedy
2002,85000000,40048332,38305176,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Action
2011,85000000,126181630,82360532,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2007,85000000,117144465,194600000,1/1/2007,Contemporary Fiction,Remake,Live Action,Adventure
2007,85000000,127706877,212677264,1/1/2007,Fantasy,Original Screenplay,Animation/Live Action,Romantic Comedy
2006,85000000,198000317,187000000,1/1/2006,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2011,85000000,78046570,75441402,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2006,85000000,84325668,106826899,1/1/2006,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2003,85000000,31111260,43021371,1/1/2003,Science Fiction,Original Screenplay,Live Action,Action
2005,85000000,57010853,104500000,1/1/2005,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2003,85000000,47641743,33190150,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Action
2006,85000000,63224849,141910324,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2001,85000000,183417150,267311379,1/1/2001,Contemporary Fiction,Remake,Live Action,Thriller/Suspense
2008,85000000,154529439,144948447,1/1/2008,Fantasy,Based on Fiction Book/Short Story,Digital Animation,Adventure
2006,85000000,62514415,95178695,1/1/2006,Contemporary Fiction,Based on Factual Book/Article,Live Action,Action
2012,85000000,64935167,108678315,1/1/2012,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Adventure
2007,85000000,119725280,65983182,1/1/2007,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2007,85000000,33080084,50000000,1/1/2007,Dramatization,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2004,85000000,176087450,112500000,1/1/2004,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2002,85000000,37948765,41000000,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2001,85000000,51396781,45574512,1/1/2001,Historical Fiction,Based on Real Life Events,Live Action,Drama
2010,85000000,31524275,16445448,1/1/2010,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Comedy
2014,85000000,150947895,125067070,1/1/2014,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure
2011,85000000,46462469,103254655,1/1/2011,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2011,85000000,148313048,230192764,1/1/2011,Kids Fiction,Original Screenplay,Digital Animation,Comedy
2009,85000000,155064265,208000000,1/1/2009,Contemporary Fiction,Based on Factual Book/Article,Live Action,Action
2003,86000000,120197488,28437488,1/1/2003,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2001,87000000,165091986,185008014,1/1/2001,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Horror
2005,87500000,154695569,176021000,1/1/2005,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2005,88000000,61649911,43371577,1/1/2005,Dramatization,Based on Real Life Events,Live Action,Drama
2002,90000000,35168966,30547160,1/1/2002,Dramatization,Based on Fiction Book/Short Story,Live Action,Action
2004,90000000,51877963,152000000,1/1/2004,Historical Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Adventure
2009,90000000,209028679,289409533,1/1/2009,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Adventure
2010,90000000,195459,20270557,1/1/2010,Kids Fiction,Based on Ballet,Animation/Live Action,Musical
2001,90000000,84052762,101996258,1/1/2001,Kids Fiction,Based on Fiction Book/Short Story,Hand Animation,Adventure
2011,90000000,102515793,136858177,1/1/2011,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2001,90000000,78616689,157283311,1/1/2001,Science Fiction,Based on Fiction Book/Short Story,Animation/Live Action,Drama
2003,90000000,75817994,79932634,1/1/2003,Kids Fiction,Based on Theme Park Ride,Live Action,Comedy
2011,90000000,143619809,343900000,1/1/2011,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2011,90000000,20374484,119500000,1/1/2011,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Adventure
2010,90000000,21295021,42061112,1/1/2010,Fantasy,Based on Fiction Book/Short Story,Live Action,Action
2013,90000000,68559554,132300000,1/1/2013,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure
2009,90000000,196573705,663128152,1/1/2009,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2008,90000000,83077762,120824345,1/1/2008,Dramatization,Based on Real Life Events,Live Action,Thriller/Suspense
2006,90000000,132384315,157276304,1/1/2006,Contemporary Fiction,Remake,Live Action,Drama
2008,90000000,100018837,102892154,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2013,90000000,85865462,149169207,1/1/2013,Kids Fiction,Based on TV,Animation/Live Action,Adventure
2001,90000000,226164286,121261546,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Action
2008,90000000,110461307,80629943,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2003,90000000,65653758,91439185,1/1/2003,Contemporary Fiction,Based on Game,Live Action,Adventure
2001,90000000,62362560,80687000,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Action
2005,90000000,72515360,90045676,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2013,90000000,78747585,165378715,1/1/2013,Science Fiction,Based on Short Film,Live Action,Comedy
2012,91000000,58236838,130300000,1/1/2012,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2004,92000000,261441092,353285660,1/1/2004,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2012,92000000,67349198,236900000,1/1/2012,Contemporary Fiction,Original Screenplay,Live Action,Action
2004,92000000,22406362,1505000,1/1/2004,Dramatization,Based on Real Life Events,Live Action,Western
2008,92500000,71195053,91644614,1/1/2008,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure
2011,93000000,176760185,306100000,1/1/2011,Science Fiction,Remake,Animation/Live Action,Adventure
2001,93000000,181166115,184733885,1/1/2001,Science Fiction,Based on Fiction Book/Short Story,Animation/Live Action,Action
2001,94000000,131144183,142186002,1/1/2001,Contemporary Fiction,Based on Game,Live Action,Adventure
2002,94000000,342548984,592154195,1/1/2002,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2003,94000000,377845905,763562762,1/1/2003,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2003,94000000,380529370,555900000,1/1/2003,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2010,95000000,88768303,134282571,1/1/2010,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure
2009,95000000,44028238,50780216,1/1/2009,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama
2012,95000000,161321843,718443294,1/1/2012,Fantasy,Original Screenplay,Digital Animation,Adventure
2010,95000000,81562942,87948667,1/1/2010,Dramatization,Based on Real Life Events,Live Action,Action
2010,95000000,95347692,199333086,1/1/2010,Contemporary Fiction,Based on TV,Live Action,Comedy
2014,95000000,17223265,93400000,1/1/2014,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure
2014,95000000,201151353,333400000,1/1/2014,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Drama
2001,95000000,108638745,51052340,1/1/2001,Dramatization,Based on Fiction Book/Short Story,Live Action,Action
2011,95000000,86907746,18000000,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2002,97000000,77730500,105394121,1/1/2002,Historical Fiction,Original Screenplay,Live Action,Drama
2001,98000000,202007640,233032755,1/1/2001,Fantasy,Remake,Live Action,Adventure
2015,99000000,130178411,114600000,1/1/2015,Kids Fiction,Based on Comic/Graphic Novel,Digital Animation,Comedy
2001,100000000,180011740,182200000,1/1/2001,Science Fiction,Remake,Live Action,Adventure
2011,100000000,311434,93410000,1/1/2011,Historical Fiction,Original Screenplay,Live Action,Drama
2006,100000000,57377916,114000000,1/1/2006,Historical Fiction,Original Screenplay,Live Action,Action
2010,100000000,67631157,211100212,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2012,100000000,85028192,226951064,1/1/2012,Contemporary Fiction,Original Screenplay,Live Action,Action
2003,100000000,48417850,46837635,1/1/2003,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure
2009,100000000,49438370,20110271,1/1/2009,Fantasy,Based on TV,Live Action,Comedy
2010,100000000,119219978,51716492,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2013,100000000,72688614,170700000,1/1/2013,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action
2014,100000000,23022309,80016949,1/1/2014,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense
2015,100000000,28782481,99349090,1/1/2015,Contemporary Fiction,Remake,Live Action,Action
2007,100000000,58867694,86528051,1/1/2007,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2014,100000000,39322544,170138834,1/1/2014,Contemporary Fiction,Original Screenplay,Live Action,Action
2009,100000000,124870275,111957402,1/1/2009,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Comedy
2002,100000000,261987880,616991754,1/1/2002,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2002,100000000,38120554,53679446,1/1/2002,Kids Fiction,Based on Fiction Book/Short Story,Hand Animation,Adventure
2013,100000000,107518682,155275759,1/1/2013,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure
2014,100000000,25020758,65400000,1/1/2014,Dramatization,Based on Real Life Events,Live Action,Adventure
2005,100000000,17018422,42900000,1/1/2005,Kids Fiction,Based on Comic/Graphic Novel,Live Action,Comedy
2011,100000000,116900694,275076029,1/1/2011,Dramatization,Based on Factual Book/Article,Live Action,Black Comedy
2009,100000000,77233467,21890189,1/1/2009,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure
2004,100000000,173005002,158318408,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Adventure
2004,100000000,118627117,94328907,1/1/2004,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2010,100000000,55675313,84041404,1/1/2010,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure
2002,100000000,4411102,2683893,1/1/2002,Science Fiction,Original Screenplay,Live Action,Comedy
2010,100000000,148438600,162211974,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2006,100000000,75030163,174457952,1/1/2006,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2010,100000000,35053660,62025683,1/1/2010,Historical Fiction,Based on Factual Book/Article,Live Action,Drama
2004,100000000,59475623,36746348,1/1/2004,Contemporary Fiction,Remake,Live Action,Comedy
2011,100000000,162805434,287142889,1/1/2011,Historical Fiction,Original Screenplay,Live Action,Western
2004,100000000,40202379,41943000,1/1/2004,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2007,100000000,130164645,137820811,1/1/2007,Dramatization,Based on Factual Book/Article,Live Action,Drama
2006,102000000,167220102,427055283,1/1/2006,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action
2011,102000000,27108272,103564882,1/1/2011,Multiple Creative Types,Based on Fiction Book/Short Story,Live Action,Drama
2002,102000000,132024714,226800000,1/1/2002,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action
2009,102500000,97104620,115178089,1/1/2009,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama
2013,103000000,112200072,249800000,1/1/2013,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2004,105000000,144795350,203828562,1/1/2004,Science Fiction,Based on Fiction Book/Short Story,Animation/Live Action,Action
2008,105000000,94784201,174281477,1/1/2008,Historical Fiction,Original Screenplay,Live Action,Adventure
2009,105000000,104400899,166596479,1/1/2009,Kids Fiction,Based on Fiction Book/Short Story,Hand Animation,Adventure
2001,105000000,6712451,3652318,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2015,108000000,228433663,411614431,1/1/2015,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2001,109000000,315544750,571672938,1/1/2001,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2003,109000000,101018283,32800000,1/1/2003,Fantasy,Based on Fiction Book/Short Story,Live Action,Comedy
2001,109000000,58183966,29500000,1/1/2001,Dramatization,Based on Real Life Events,Live Action,Drama
2015,110000000,155190832,314400000,1/1/2015,Science Fiction,Original Screenplay,Live Action,Adventure
2004,110000000,125531634,237457442,1/1/2004,Contemporary Fiction,Remake,Live Action,Adventure
2012,110000000,61737191,28000000,1/1/2012,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure
2004,110000000,24004159,48000000,1/1/2004,Historical Fiction,Remake,Live Action,Adventure
2013,110000000,106580051,224200000,1/1/2013,Historical Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Action
2009,110000000,65452312,86912058,1/1/2009,Contemporary Fiction,Remake,Live Action,Action
2006,110000000,250863268,328583139,1/1/2006,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2011,110000000,142614158,421135165,1/1/2011,Kids Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Adventure
2010,110000000,98780042,130375461,1/1/2010,Super Hero,Based on TV,Live Action,Action
2015,110000000,65598899,87000000,1/1/2015,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action
2005,110000000,186336279,299787811,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Action
2007,110000000,134529403,247758744,1/1/2007,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action
2015,110000000,130179072,165100000,1/1/2015,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action
2004,110000000,102608827,105762065,1/1/2004,Dramatization,Based on Real Life Events,Live Action,Drama
2005,110000000,47398413,171454940,1/1/2005,Historical Fiction,Original Screenplay,Live Action,Adventure
2004,110000000,50026353,26456108,1/1/2004,Kids Fiction,Original Screenplay,Hand Animation,Comedy
2010,110000000,77222099,100019072,1/1/2010,Contemporary Fiction,Based on TV,Live Action,Action
2010,110000000,85463309,178417032,1/1/2010,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action
2012,110000000,274092705,442300000,1/1/2012,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2013,110000000,71017784,277529739,1/1/2013,Kids Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Adventure
2010,112000000,42779261,189238587,1/1/2010,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Comedy
2008,113500000,999811,132000000,1/1/2008,Fantasy,Based on Comic/Graphic Novel,Live Action,Adventure
2016,115000000,36357150,97789515,1/1/2016,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action
2001,115000000,289423425,270334294,1/1/2001,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2002,115000000,40914068,36714197,1/1/2002,Historical Fiction,Original Screenplay,Live Action,Action
2005,115000000,380270577,468728300,1/1/2005,Science Fiction,Original Screenplay,Animation/Live Action,Adventure
2013,115000000,132556852,283900000,1/1/2013,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2002,115000000,302181125,346018875,1/1/2002,Science Fiction,Original Screenplay,Animation/Live Action,Adventure
2010,117000000,76423035,182328335,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Action
2008,120000000,43945766,49448696,1/1/2008,Science Fiction,Based on TV,Live Action,Action
2012,120000000,89107235,198809398,1/1/2012,Science Fiction,Based on Comic/Graphic Novel,Live Action,Thriller/Suspense
2011,120000000,124987022,483000000,1/1/2011,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama
2015,120000000,56117548,111000000,1/1/2015,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2004,120000000,57712751,49500000,1/1/2004,Science Fiction,Original Screenplay,Live Action,Adventure
2005,120000000,35818913,127200000,1/1/2005,Science Fiction,Original Screenplay,Live Action,Action
2007,120000000,115802596,113742993,1/1/2007,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2007,120000000,131921738,156293581,1/1/2007,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2010,120000000,30212620,19415557,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2013,120000000,58607007,184374792,1/1/2013,Science Fiction,Remake,Live Action,Action
2012,120000000,93050117,193141974,1/1/2012,Science Fiction,Original Screenplay,Live Action,Action
2002,120000000,64736114,101043194,1/1/2002,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2003,120000000,100814328,126385672,1/1/2003,Contemporary Fiction,Based on TV,Live Action,Action
2011,125000000,381011219,960500000,1/1/2011,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2003,125000000,214949694,192761855,1/1/2003,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2011,125000000,126477084,272528622,1/1/2011,Science Fiction,Original Screenplay,Live Action,Adventure
2010,125000000,295001070,664300000,1/1/2010,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2010,125000000,163214888,330000000,1/1/2010,Fantasy,Remake,Live Action,Action
2014,125000000,337135885,429516403,1/1/2014,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2011,125000000,186848418,348815025,1/1/2011,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action
2012,125000000,58877969,152978119,1/1/2012,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action
2006,125000000,217536138,550284321,1/1/2006,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2003,125000000,305411224,329542879,1/1/2003,Fantasy,Based on Theme Park Ride,Live Action,Adventure
2011,125000000,113203870,167152050,1/1/2011,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2014,125000000,191204754,293800000,1/1/2014,Super Hero,Based on Comic/Graphic Novel,Animation/Live Action,Adventure
2011,125000000,209837675,420132129,1/1/2011,Contemporary Fiction,Based on Factual Book/Article,Live Action,Action
2004,125000000,186740799,369578651,1/1/2004,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure
2001,125000000,317575550,657179821,1/1/2001,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2014,127000000,113746621,242800000,1/1/2014,Fantasy,Original Screenplay,Live Action,Adventure
2011,127500000,281287133,408132918,1/1/2011,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama
2014,130000000,177397510,208688443,1/1/2014,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure
2008,130000000,215434591,416475940,1/1/2008,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2015,130000000,180202163,338400000,1/1/2015,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2004,130000000,249538952,547149597,1/1/2004,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure
2013,130000000,424668047,440200000,1/1/2013,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure
2008,130000000,49554002,165526808,1/1/2008,Historical Fiction,Original Screenplay,Live Action,Drama
2011,130000000,77591831,296402120,1/1/2011,Contemporary Fiction,Based on Comic/Graphic Novel,Digital Animation,Adventure
2012,130000000,60522097,190977568,1/1/2012,Science Fiction,Original Screenplay,Live Action,Action
2007,130000000,227471070,214690492,1/1/2007,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2010,130000000,148415853,173471355,1/1/2010,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2011,130000000,33618855,45453609,1/1/2011,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action
2011,130000000,149260504,405726973,1/1/2011,Kids Fiction,Spin-Off,Digital Animation,Adventure
2003,130000000,138540870,134731112,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Action
2010,130000000,118311368,172339126,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2014,130000000,101200044,251631021,1/1/2014,Historical Fiction,Based on Religious Text,Live Action,Drama
2014,130000000,131538435,362200000,1/1/2014,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2014,132000000,83350911,284300000,1/1/2014,Kids Fiction,Spin-Off,Digital Animation,Comedy
2005,132000000,234280354,372556181,1/1/2005,Science Fiction,Remake,Animation/Live Action,Action
2013,135000000,83028130,203868448,1/1/2013,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2012,135000000,187168425,385900000,1/1/2012,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2011,135000000,64006466,93950000,1/1/2011,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2015,135000000,183558360,342800000,1/1/2015,Dramatization,Based on Fiction Book/Short Story,Live Action,Adventure
2003,135000000,93926386,118985751,1/1/2003,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Adventure
2011,135000000,123257581,122246993,1/1/2011,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2006,135000000,63450470,100339718,1/1/2006,Contemporary Fiction,Based on TV,Live Action,Action
2012,136200000,292324737,537400000,1/1/2012,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama
2003,137000000,132177234,113052000,1/1/2003,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2001,137000000,32131830,53000000,1/1/2001,Science Fiction,Based on Game,Digital Animation,Adventure
2008,137500000,134533885,128611000,1/1/2008,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure
2009,138000000,107509799,76558558,1/1/2009,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2005,138000000,31704416,44300000,1/1/2005,Science Fiction,Original Screenplay,Live Action,Action
