"pitches","player_id","player_name","game_date","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"22",543135,"Eovaldi, Nathan","2021-08-17","83","26.5","0.400","0.800","0.333","1.200","0.657","0.558","0.347","2","5","92.5","40.3","2009","87.7","88.53","2","11","11","0.8","6.75","117","161","117","152","311","341","274"
"21",621111,"Buehler, Walker","2021-08-03","113","18.6","0.250","0.000","0.333","0.250","0.314","0.341","0.267","1","4","77.2","-8.0","2556","87.5","87.72","1","8","13","0.2","6.30","112","150","129","150","291","315","301"
"21",621111,"Buehler, Walker","2021-04-03","90","23.3","0.400","0.200","0.400","0.600","0.424","0.659","0.607","2","5","98.2","6.6","2709","91.0","91.77","0","10","11","0.8","6.37","113","167","123","150","305","358","310"
"21",543135,"Eovaldi, Nathan","2021-07-17","94","22.3","0.000","0.000",,"0.000","0.173","0.173",,"0","3",,,"2068","89.4","90.48","3","6","15","1.1","6.90","114","157","122","153","300","344","288"
"20",608331,"Fried, Max","2021-06-12","94","21.3","0.333","1.000","0.000","1.333","0.675","0.673","0.335","1","3","94.4","36.3","2383","84.5","84.25","1","11","9","-0.3","6.25","109","153","121","144","312","312","281"
"20",543135,"Eovaldi, Nathan","2021-05-16","87","23.0","0.250","0.000","0.333","0.250","0.220","0.249","0.228","1","4","88.7","16.3","2084","90.3","91.11","3","12","8","0.8","6.62","96","156","122","149","268","313","296"
"20",554430,"Wheeler, Zack","2021-06-04","101","19.8","0.250","0.250","0.333","0.500","0.387","0.278","0.178","1","4","80.0","2.3","2374","94.4","96.03","1","10","10","1.6","7.22","117","152","114","147","297","324","291"
"20",554430,"Wheeler, Zack","2021-05-12","98","20.4","0.250","0.000","0.333","0.250","0.314","0.248","0.139","1","4","84.5","-28.0","2329","91.8","93.39","1","6","14","1.6","7.14","118","160","119","151","299","322","296"
"20",592836,"Walker, Taijuan","2021-08-08","89","22.5","0.000","0.000","0.000","0.000","0.000","0.751","0.454","0","3","93.5","0.3","2074","90.2","89.75","2","11","9","-0.4","6.10","120","159","104","152","305","327","290"
"20",608331,"Fried, Max","2021-06-06","92","21.7","0.400","0.200","0.667","0.600","0.424","0.273","0.281","2","5","88.5","19.3","2265","87.7","87.97","3","9","11","0.3","6.37","109","154","122","151","326","318","288"
"20",592836,"Walker, Taijuan","2021-05-01","94","21.3","0.000","0.000","0.000","0.000","0.173","0.206","0.034","0","3","99.7","10.0","2185","87.5","86.70","2","9","11","-0.8","5.99","112","151","116","152","281","324","294"
"20",621111,"Buehler, Walker","2021-07-05","93","21.5","0.500","0.000","0.667","0.500","0.440","0.452","0.420","2","4","85.8","-4.0","2507","90.8","90.91","3","9","11","0.1","6.37","95","139","104","138","291","317","297"
"20",621111,"Buehler, Walker","2021-04-27","96","20.8","0.250","0.250","0.500","0.500","0.387","0.312","0.194","1","4","99.6","2.5","2815","91.0","91.34","3","9","11","0.3","6.54","119","162","111","151","302","316","291"
"20",663556,"McClanahan, Shane","2021-07-27","89","22.5","0.250","0.000","0.333","0.250","0.314","0.458","0.295","1","4","92.1","-2.7","2426","89.3","90.12","2","6","14","0.8","6.97","103","148","112","147","301","326","291"
"19",554430,"Wheeler, Zack","2021-05-01","97","19.6","0.500","0.000","0.667","0.500","0.440","0.278","0.304","2","4","64.6","-8.3","2257","95.0","96.35","1","5","14","1.4","7.18","113","151","111","150","292","324","291"
"19",621111,"Buehler, Walker","2021-08-08","95","20.0","0.250","0.250","0.500","0.500","0.387","0.357","0.254","1","4","82.0","20.0","2394","91.4","91.61","3","11","8","0.2","6.19","109","145","107","145","287","308","284"
"19",621111,"Buehler, Walker","2021-06-19","108","17.6","0.000","0.000","0.000","0.000","0.173","0.203","0.043","0","3","84.7","-5.0","2673","91.7","91.74","2","8","11","0.0","6.40","110","157","119","155","300","325","303"
"19",543135,"Eovaldi, Nathan","2021-04-02","89","21.3","0.000","0.000","0.000","0.000","0.000","0.089","0.097","0","3","86.5","37.5","1999","91.5","91.89","3","9","10","0.4","6.63","119","169","132","152","278","313","309"
"19",663556,"McClanahan, Shane","2021-07-09","91","20.9","0.000","0.000","0.000","0.000","0.173","0.175","0.004","0","3","84.4","34.0","2346","89.0","89.71","3","8","11","0.7","6.79","109","164","116","153","299","327","296"
"19",608331,"Fried, Max","2021-05-17","95","20.0","0.000","0.000","0.000","0.000","0.173","0.175","0.002","0","3","90.1","44.0","2507","83.5","83.56","3","9","10","0.1","6.19","98","150","120","149","303","315","295"
"19",554430,"Wheeler, Zack","2021-04-20","105","18.1","0.000","0.000","0.000","0.000","0.000","0.087","0.096","0","3","61.8","15.0","2353","92.8","94.20","4","12","7","1.4","7.08","122","160","130","153","300","334","298"
"18",592836,"Walker, Taijuan","2021-06-03","104","17.3","0.500","0.250","0.500","0.750","0.562","0.508","0.482","2","4","83.4","26.5","2183","89.3","88.63","0","8","10","-0.7","6.03","108","139","98","147","292","322","299"
"18",543135,"Eovaldi, Nathan","2021-05-11","102","17.6","0.333","0.000","0.333","0.333","0.393","0.404","0.340","1","3","90.7","-24.7","2142","90.8","91.38","1","7","11","0.6","6.53","103","158","121","147","285","318","298"
"18",608331,"Fried, Max","2021-08-27","93","19.4","0.500","0.250","0.667","0.750","0.530","0.235","0.257","2","4","90.9","-1.3","2260","84.4","84.33","1","9","9","-0.1","6.26","95","151","118","147","305","312","290"
"18",554430,"Wheeler, Zack","2021-07-02","114","15.8","0.250","0.250","0.500","0.500","0.310","0.334","0.327","1","4","100.0","11.5","2416","94.7","96.39","1","12","6","1.7","7.11","123","153","113","152","292","327","300"
"18",543135,"Eovaldi, Nathan","2021-07-31","105","17.1","0.400","0.600","0.333","1.000","0.577","0.535","0.480","2","5","96.3","17.3","1921","87.3","88.17","5","11","7","0.9","7.03","103","156","117","153","294","341","307"
"18",543135,"Eovaldi, Nathan","2021-08-06","86","20.9","0.250","0.000","0.333","0.250","0.220","0.162","0.168","1","4","94.2","8.3","2037","89.1","89.74","1","9","9","0.6","6.81","101","153","121","151","317","334","277"
"18",592836,"Walker, Taijuan","2021-09-17","88","20.5","0.250","0.250","0.333","0.500","0.310","0.191","0.148","1","4","85.2","-8.7","1895","91.0","90.43","2","10","8","-0.6","6.04","119","159","105","152","306","327","298"
"18",592836,"Walker, Taijuan","2021-08-25","74","24.3","0.250","0.750","0.000","1.000","0.540","0.555","0.302","1","4","86.1","36.7","1768","91.6","91.13","4","8","10","-0.5","5.92","114","168","109","155","304","336","302"
"18",621111,"Buehler, Walker","2021-04-22","101","17.8","0.500","0.000","0.750","0.500","0.440","0.363","0.391","3","6","85.8","29.3","2843","90.9","91.28","3","8","10","0.4","6.45","104","146","110","149","298","314","297"
"18",621111,"Buehler, Walker","2021-10-03","79","22.8","0.400","0.400","0.667","0.800","0.534","0.371","0.263","2","5","96.4","20.3","2524","88.3","88.64","5","10","8","0.3","6.28","119","160","117","150","294","316","296"
"18",663556,"McClanahan, Shane","2021-09-25","84","21.4","0.000","0.000","0.000","0.000","0.173","0.453","0.217","0","3","92.1","-7.5","2368","89.2","89.52","1","7","11","0.3","6.67","107","155","113","153","300","320","295"
"18",663556,"McClanahan, Shane","2021-06-02","79","22.8","0.667","0.333","1.000","1.000","0.703","0.618","0.597","2","3","106.7","11.5","2120","90.5","91.40","5","10","8","0.9","6.73","96","152","116","141","300","312","293"
"18",663556,"McClanahan, Shane","2021-05-27","63","28.6","0.250","0.000","0.500","0.250","0.220","0.046","0.049","1","4","77.1","-1.0","2224","93.0","93.65","3","10","8","0.7","6.92","102","154","121","150","306","327","292"
"17",543135,"Eovaldi, Nathan","2021-06-04","87","19.5","0.400","0.000","0.500","0.400","0.352","0.241","0.257","2","5","94.3","22.8","2104","91.1","91.72","3","10","7","0.6","6.83","99","155","122","149","310","335","278"
"17",554430,"Wheeler, Zack","2021-08-08","108","15.7","0.000","0.000","0.000","0.000","0.000","0.161","0.164","0","3","90.7","-33.0","2373","96.1","97.44","3","10","7","1.3","7.14","125","164","124","152","291","322","290"
"17",592836,"Walker, Taijuan","2021-06-15","92","18.5","0.250","0.000","0.333","0.250","0.220","0.092","0.095","1","4","79.6","29.7","2091","92.5","91.53","1","9","8","-1.0","5.94","89","142","120","147","285","332","309"
"17",621111,"Buehler, Walker","2021-04-16","93","18.3","0.500","0.000","1.000","0.500","0.440","0.111","0.117","2","4","54.5","-30.0","2980","86.1","85.81","4","9","8","-0.3","6.48","105","155","106","149","301","322","289"
"17",543135,"Eovaldi, Nathan","2021-04-07","91","18.7","0.000","0.000","0.000","0.000","0.173","0.190","0.026","0","3","70.1","-23.0","2047","89.3","89.78","5","9","8","0.5","6.61","101","150","117","149","269","315","305"
"17",543135,"Eovaldi, Nathan","2021-06-14","81","21.0","0.250","0.000","0.333","0.250","0.314","0.427","0.328","1","4","78.2","34.0","2038","92.1","92.74","0","5","12","0.6","6.64","107","151","123","148","287","329","304"
"17",608331,"Fried, Max","2021-08-08","105","16.2","0.250","0.000","0.333","0.250","0.220","0.267","0.289","1","4","63.5","-1.7","2326","83.7","83.83","1","8","9","0.1","6.33","110","154","120","149","299","322","288"
"17",621111,"Buehler, Walker","2021-06-02","103","16.5","0.000","0.000","0.000","0.000","0.000","0.281","0.307","0","3","102.4","-2.5","2571","91.3","91.82","3","10","7","0.5","6.48","121","159","137","154","309","317","291"
"17",608331,"Fried, Max","2021-08-14","86","19.8","0.500","0.167","0.600","0.667","0.500","0.407","0.382","3","6","81.2","17.0","2193","85.3","85.46","3","9","8","0.2","6.35","88","147","111","148","299","325","295"
"16",543135,"Eovaldi, Nathan","2021-08-28","97","16.5","0.250","0.000","0.333","0.250","0.220","0.272","0.287","1","4","72.3","-6.7","2008","86.3","87.28","3","10","6","1.0","6.71","100","155","114","150","293","322","297"
"16",608331,"Fried, Max","2021-04-01","94","17.0","0.200","0.000","0.333","0.200","0.176","0.153","0.165","1","5","62.7","-16.3","2425","84.7","84.51","4","9","7","-0.2","6.28","92","140","104","147","286","305","269"
"16",621111,"Buehler, Walker","2021-07-10","95","16.8","0.250","0.000","0.333","0.250","0.220","0.288","0.292","1","4","97.1","-6.7","2341","92.2","92.60","4","10","6","0.4","6.39","110","161","123","154","300","319","293"
"16",554430,"Wheeler, Zack","2021-09-22","97","16.5","0.000","0.000",,"0.000","0.000","0.000",,"0","3",,,"2410","92.9","94.61","6","8","8","1.7","7.23","108","154","115","149","293","316","275"
"16",543135,"Eovaldi, Nathan","2021-07-06","104","15.4","0.000","0.000","0.000","0.000","0.000","0.215","0.236","0","3","71.0","17.0","2097","90.7","91.43","2","9","7","0.7","6.80","113","156","111","150","311","336","295"
"16",621111,"Buehler, Walker","2021-08-31","92","17.4","0.400","0.200","0.400","0.600","0.424","0.230","0.242","2","5","79.9","15.8","2457","89.2","89.35","0","7","9","0.2","6.37","116","157","121","149","304","317","289"
"16",621111,"Buehler, Walker","2021-09-17","95","16.8","0.000","0.000","0.000","0.000","0.231","0.417","0.294","0","2","99.4","-7.5","2197","89.5","89.84","2","9","7","0.3","6.39","116","160","127","142","298","319","292"
"16",621111,"Buehler, Walker","2021-09-11","96","16.7","0.500","0.667","0.500","1.167","0.688","0.523","0.404","3","6","97.0","19.8","2391","89.2","89.63","2","11","5","0.4","6.36","120","154","110","151","296","312","293"
"16",543135,"Eovaldi, Nathan","2021-09-03","98","16.3","0.250","0.750","0.000","1.000","0.502","0.391","0.223","1","4","100.4","7.5","1971","90.6","91.43","2","7","9","0.8","6.81","116","157","111","151","284","317","302"
"15",554430,"Wheeler, Zack","2021-08-25","102","14.7","0.333","0.167","0.400","0.500","0.353","0.256","0.278","2","6","80.2","-10.4","2415","93.2","94.81","2","10","5","1.6","7.24","109","139","96","143","291","314","299"
"15",554430,"Wheeler, Zack","2021-08-19","100","15.0","0.400","0.200","0.400","0.600","0.424","0.279","0.303","2","5","78.2","20.0","2386","93.4","94.70","1","7","8","1.3","7.11","110","156","108","152","297","317","299"
"15",608331,"Fried, Max","2021-07-28","106","14.2","0.000","0.000","0.000","0.000","0.180","0.594","0.351","0","3","96.3","-11.3","2315","87.0","86.92","1","6","9","-0.1","6.26","103","153","149","149","300","352","300"
"15",592836,"Walker, Taijuan","2021-07-03","106","14.2","0.000","0.000","0.000","0.000","0.000","0.031","0.034","0","3","85.3","13.5","2183","90.9","90.34","1","7","8","-0.6","6.03","124","161","117","146","311","345","289"
"15",592836,"Walker, Taijuan","2021-08-03","93","16.1","0.000","0.000","0.000","0.000","0.000","0.112","0.122","0","3","86.0","-18.3","2094","92.2","91.33","1","6","9","-0.9","5.94","118","159","113","153","296","315","278"
"15",608331,"Fried, Max","2021-05-05","72","20.8","0.250","0.750","0.000","1.000","0.502","0.418","0.222","1","4","93.9","43.5","2289","84.7","84.93","4","7","8","0.2","6.34","110","154","123","152","305","320","296"
"15",554430,"Wheeler, Zack","2021-07-23","111","13.5","0.000","0.000","0.000","0.000","0.000","0.028","0.026","0","3","76.6","51.0","2453","90.4","91.83","3","9","6","1.4","7.21","121","158","115","151","294","327","296"
"15",621111,"Buehler, Walker","2021-08-25","106","14.2","0.000","0.000","0.000","0.000","0.000","0.231","0.257","0","3","80.5","-22.5","2257","93.1","93.40","4","9","6","0.3","6.35","124","159","136","153","290","320","308"
"15",554430,"Wheeler, Zack","2021-05-18","92","16.3","0.500","0.000","0.500","0.500","0.352","0.144","0.198","2","4","88.3","26.3","2387","95.2","96.45","1","8","7","1.3","7.15","97","150","114","148","292","323","292"
"15",543135,"Eovaldi, Nathan","2021-06-20","87","17.2","0.250","0.000","0.333","0.250","0.220","0.173","0.190","1","4","79.8","12.7","2029","90.1","90.84","2","8","7","0.7","6.65","108","150","114","149","303","342","315"
"14",554430,"Wheeler, Zack","2021-06-16","98","14.3","0.250","0.000","0.500","0.250","0.220","0.092","0.101","1","4","65.7","-27.5","2333","92.3","93.69","2","7","7","1.4","7.03","103","150","114","145","294","317","293"
"14",621111,"Buehler, Walker","2021-08-20","107","13.1","0.400","0.600","0.500","1.000","0.577","0.266","0.234","2","5","94.5","11.7","2435","89.6","89.98","3","9","5","0.4","6.37","97","150","113","153","296","316","298"
"14",543135,"Eovaldi, Nathan","2021-08-23","94","14.9","0.000","0.000","0.000","0.000","0.000","0.029","0.021","0","3","84.9","12.0","2023","86.9","87.81","1","7","7","0.9","6.69","117","168","131","152","269","313","311"
"14",608331,"Fried, Max","2021-07-10","92","15.2","0.250","0.000","0.250","0.250","0.220","0.445","0.478","1","4","90.4","22.5","2490","84.5","84.31","2","8","6","-0.2","6.34","106","151","106","147","308","313","291"
"14",608331,"Fried, Max","2021-09-01","99","14.1","0.000","0.000","0.000","0.000","0.000","0.018","0.018","0","3","75.2","-25.0","2340","81.9","81.51","3","7","7","-0.4","6.10","111","154","120","148","306","323","289"
"14",663556,"McClanahan, Shane","2021-04-29","59","23.7","0.250","0.750","0.000","1.000","0.502","0.300","0.201","1","4","90.5","17.7","2134","89.4","89.91","4","8","6","0.5","6.80","119","158","123","150","306","324","293"
"14",663556,"McClanahan, Shane","2021-08-19","79","17.7","0.000","0.000","0.000","0.000","0.173","0.516","0.232","0","3","103.8","34.0","2323","87.9","88.42","4","5","9","0.5","6.79","95","154","119","149","307","317","294"
"14",663556,"McClanahan, Shane","2021-09-08","68","20.6","0.000","0.000","0.000","0.000","0.000","0.440","0.266","0","3","98.3","28.5","2377","87.7","88.45","2","11","3","0.8","6.56","112","152","121","148","284","320","303"
"14",592836,"Walker, Taijuan","2021-04-13","80","17.5","0.333","0.000","0.333","0.333","0.393","0.438","0.351","1","3","79.2","-3.3","2213","89.5","88.39","1","5","9","-1.1","6.03","109","151","110","148","301","335","300"
"14",592836,"Walker, Taijuan","2021-06-25","68","20.6","0.250","0.000","0.333","0.250","0.220","0.157","0.173","1","4","82.3","-10.7","2056","91.5","91.11","2","5","9","-0.4","5.92","114","165","113","151","314","343","305"
"14",592836,"Walker, Taijuan","2021-09-29","90","15.6","0.000","0.000","0.000","0.000","0.231","0.237","0.010","0","2","84.0","52.0","2117","89.8","88.51","1","6","8","-1.3","5.89","117","161","108","153","295","318","299"
"14",554430,"Wheeler, Zack","2021-04-14","108","13.0","0.250","0.000","0.333","0.250","0.220","0.274","0.250","1","4","95.5","33.3","2346","92.6","94.04","1","5","9","1.4","7.06","99","149","112","148","293","314","299"
"14",554430,"Wheeler, Zack","2021-04-26","114","12.3","0.000","0.000","0.000","0.000","0.000","0.063","0.069","0","3","71.0","20.5","2385","93.4","95.27","3","9","5","1.9","7.21","121","150","113","153","303","323","309"
"14",554430,"Wheeler, Zack","2021-06-10","105","13.3","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0","3","78.0","74.0","2423","94.0","95.65","2","7","7","1.7","7.10","120","168","131","153","294","329","294"
"14",554430,"Wheeler, Zack","2021-09-06","99","14.1","0.250","0.000","0.333","0.250","0.220","0.080","0.080","1","4","85.1","37.0","2374","94.7","96.45","2","9","5","1.8","7.06","102","149","117","148","291","320","301"
"13",608331,"Fried, Max","2021-05-23","87","14.9","0.000","0.000","0.000","0.000","0.000","0.080","0.080","0","3","96.6","-21.5","2396","85.9","85.98","1","7","6","0.1","6.17","114","154","136","150","303","311","282"
"13",554430,"Wheeler, Zack","2021-04-09","94","13.8","0.500","0.000","0.500","0.500","0.490","0.520","0.492","2","4","92.3","6.0","2365","92.7","94.11","1","7","6","1.4","7.08","102","152","120","145","305","326","289"
"13",543135,"Eovaldi, Nathan","2021-05-22","85","15.3","0.333","0.667","0.333","1.000","0.392","0.178","0.219","1","3","92.1","4.7","2120","89.2","89.64","3","6","7","0.4","6.67","120","158","112","152","286","322","301"
"13",608331,"Fried, Max","2021-09-12","89","14.6","0.000","0.000","0.000","0.000","0.000","0.070","0.072","0","3","57.9","11.0","2248","84.6","84.80","4","10","3","0.2","6.38","117","153","115","151","314","327","301"
"13",592836,"Walker, Taijuan","2021-09-05","82","15.9","0.000","0.000",,"0.000","0.000","0.000",,"0","3",,,"1919","90.5","90.15","4","6","7","-0.4","6.04","120","160","113","152","310","331","296"
"13",608331,"Fried, Max","2021-09-24","98","13.3","0.250","0.250","0.333","0.500","0.310","0.114","0.124","1","4","80.8","-11.3","2162","87.1","87.12","2","6","7","0.0","6.29","115","155","119","151","295","322","298"
"13",543135,"Eovaldi, Nathan","2021-06-26","109","11.9","0.250","0.000","0.333","0.250","0.220","0.194","0.200","1","4","87.5","31.0","2005","90.9","91.68","1","5","8","0.8","6.63","100","151","123","143","293","334","296"
"13",663556,"McClanahan, Shane","2021-05-22","67","19.4","0.250","0.000","0.333","0.250","0.220","0.486","0.494","1","4","93.3","17.0","2206","93.4","94.47","2","8","5","1.1","6.68","104","153","121","149","298","319","287"
"13",608331,"Fried, Max","2021-06-30","74","17.6","0.000","0.000","0.000","0.000","0.173","0.189","0.016","0","3","85.8","34.0","2244","86.9","87.16","3","6","7","0.3","6.30","99","149","118","148","314","325","290"
"13",543135,"Eovaldi, Nathan","2021-04-24","87","14.9","0.000","0.000","0.000","0.000","0.000","0.459","0.469","0","3","95.4","2.0","2047","92.7","93.52","1","6","7","0.8","6.66","121","152","101","146","279","315","304"
"13",554430,"Wheeler, Zack","2021-07-18","101","12.9","0.000","0.000","0.000","0.000","0.000","0.104","0.113","0","3","76.0","8.0","2366","91.7","93.32","2","6","7","1.6","7.16","115","152","112","151","291","316","281"
"13",621111,"Buehler, Walker","2021-06-24","103","12.6","0.333","0.000","0.500","0.333","0.293","0.308","0.328","1","3","91.6","-2.0","2538","93.4","93.68","1","5","8","0.3","6.27","101","154","111","153","298","315","293"
"12",621111,"Buehler, Walker","2021-06-29","113","10.6","0.250","0.250","0.250","0.500","0.310","0.054","0.055","1","4","85.9","44.5","2326","92.2","92.53","0","5","7","0.3","6.27","119","163","123","152","302","317","292"
"12",621111,"Buehler, Walker","2021-04-09","90","13.3","0.333","0.000","0.333","0.333","0.293","0.200","0.208","1","3","96.3","33.7","2770","89.5","89.60","1","6","6","0.1","6.38","106","160","123","149","307","321","296"
"12",543135,"Eovaldi, Nathan","2021-09-08","98","12.2","0.333","0.000","1.000","0.333","0.293","0.091","0.093","1","3","58.4","15.0","2085","91.0","91.98","3","8","4","1.0","6.69","119","166","119","149","280","321","303"
"12",621111,"Buehler, Walker","2021-05-22","105","11.4","0.333","0.000","0.333","0.333","0.293","0.110","0.123","1","3","69.7","-23.7","2565","90.7","91.43","1","4","8","0.7","6.50","106","163","121","154","301","327","311"
"12",543135,"Eovaldi, Nathan","2021-04-30","91","13.2","0.500","0.000","0.667","0.500","0.440","0.288","0.301","2","4","76.4","20.7","2062","93.0","93.56","1","7","5","0.6","6.56","117","152","115","146","304","327","300"
"12",592836,"Walker, Taijuan","2021-04-11","100","12.0","0.000","0.000","0.000","0.000","0.000","0.170","0.098","0","3","97.1","32.0","2139","92.1","91.34","4","7","5","-0.8","5.84","115","161","107","148","296","321","289"
"12",608331,"Fried, Max","2021-09-29","98","12.2","0.000","0.000","0.000","0.000","0.000","0.295","0.317","0","3","88.8","22.7","2243","85.7","86.06","0","4","8","0.4","6.43","114","156","123","151","314","328","292"
"12",608331,"Fried, Max","2021-07-17","96","12.5","0.250","0.000","0.250","0.250","0.220","0.316","0.340","1","4","93.5","-6.8","2168","88.8","89.38","1","6","6","0.6","6.43","89","149","117","147","314","321","285"
"12",592836,"Walker, Taijuan","2021-05-06","92","13.0","0.000","0.000","0.000","0.000","0.000","0.169","0.168","0","3","65.9","-42.5","2251","89.9","89.68","2","7","5","-0.2","6.05","114","154","125","149","314","334","305"
"12",608331,"Fried, Max","2021-06-18","98","12.2","0.000","0.000","0.000","0.000","0.231","0.755","0.498","0","2","81.3","-9.0","2334","87.3","87.63","3","8","4","0.3","6.27","102","150","114","147","320","315","285"
