"pitches","player_id","player_name","game_date","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"17",425794,"Wainwright, Adam","2021-08-01","85","20.0","0.600","0.200","0.750","0.800","0.600","0.574","0.547","3","5","90.8","-0.5","2577","78.7","78.61","4","9","8","-0.1","6.41","107","155","105","140","299","322","293"
"17",425794,"Wainwright, Adam","2021-08-17","97","17.5","0.400","0.400","0.500","0.800","0.497","0.173","0.151","2","5","80.4","16.5","2437","81.8","81.86","1","10","7","0.1","6.41","125","158","117","148","295","312","289"
"17",425794,"Wainwright, Adam","2021-06-20","111","15.3","0.000","0.000","0.000","0.000","0.231","0.470","0.327","0","2","108.1","15.0","2415","84.1","84.58","1","6","11","0.5","6.49","117","147","121","149","306","315","298"
"17",425794,"Wainwright, Adam","2021-08-22","106","16.0","0.250","0.000","0.333","0.250","0.220","0.116","0.123","1","4","57.1","-44.7","2495","80.4","80.14","1","6","11","-0.3","6.31","128","181","117","150","292","319","297"
"15",425794,"Wainwright, Adam","2021-04-03","56","26.8","0.000","0.000","0.000","0.000","0.000","0.023","0.019","0","3","88.0","37.5","2317","83.2","83.19","1","4","11","0.0","6.41","115","163","116","146","293","323","300"
"15",425794,"Wainwright, Adam","2021-09-03","105","14.3","0.333","0.000","0.500","0.333","0.293","0.340","0.362","1","3","75.0","17.5","2361","85.6","85.77","1","9","6","0.2","6.34","118","155","119","149","300","322","293"
"15",425794,"Wainwright, Adam","2021-06-14","105","14.3","0.500","0.250","0.500","0.750","0.530","0.494","0.507","2","4","97.7","15.0","2498","83.7","84.11","0","9","6","0.4","6.49","110","146","113","148","297","309","309"
"13",425794,"Wainwright, Adam","2021-04-08","94","13.8","0.250","0.000","0.333","0.250","0.220","0.291","0.297","1","4","93.4","11.7","2420","81.4","81.59","1","7","6","0.2","6.54","119","159","116","151","299","318","302"
"13",425794,"Wainwright, Adam","2021-08-06","96","13.5","0.333","0.000","0.500","0.333","0.293","0.301","0.326","1","3","106.0","1.5","2504","83.7","83.82","1","6","7","0.1","6.38","120","171","133","150","301","323","304"
"12",425794,"Wainwright, Adam","2021-07-16","88","13.6","0.250","0.000","0.250","0.250","0.220","0.461","0.332","1","4","85.4","42.8","2508","80.8","80.92","0","6","6","0.1","6.38","125","167","105","152","301","329","296"
"11",425794,"Wainwright, Adam","2021-07-27","87","12.6","0.000","0.000","0.000","0.000","0.000","0.030","0.032","0","3","81.3","16.0","2497","81.2","81.33","2","5","6","0.1","6.42","118","161","122","151","301","320","291"
"11",425794,"Wainwright, Adam","2021-06-09","95","11.6","0.000","0.000","0.000","0.000","0.000","0.302","0.327","0","3","84.9","-1.0","2562","82.7","83.06","4","7","4","0.4","6.53","123","154","116","150","289","297","273"
"11",425794,"Wainwright, Adam","2021-08-28","93","11.8","0.000","0.000","0.000","0.000","0.000","0.128","0.136","0","3","95.7","-7.5","2328","80.1","80.21","1","5","6","0.1","6.36","130","165","108","150","296","317","291"
"10",425794,"Wainwright, Adam","2021-05-23","101","9.9","0.000","0.000","0.000","0.000","0.000","0.099","0.109","0","3","64.3","-32.0","2632","82.7","82.81","1","4","6","0.1","6.53","117","158","117","148","303","328","298"
"10",425794,"Wainwright, Adam","2021-04-26","107","9.3","0.333","0.000","0.500","0.333","0.293","0.347","0.362","1","3","102.3","-1.0","2298","88.6","89.10","0","2","8","0.5","6.62","109","155","120","149","302","322","303"
"9",425794,"Wainwright, Adam","2021-05-29","93","9.7","0.000","0.000","0.000","0.000","0.000","0.184","0.193","0","3","90.3","38.0","2575","79.9","79.98","0","3","6","0.1","6.38","129","170","119","149","302","318","312"
"9",425794,"Wainwright, Adam","2021-07-21","84","10.7","0.000","0.000","0.000","0.000","0.000","0.315","0.252","0","3","95.2","12.0","2379","82.4","82.79","0","3","6","0.4","6.44","128","160","113","152","300","327","305"
"7",425794,"Wainwright, Adam","2021-08-11","88","8.0","0.333","0.000","0.333","0.333","0.293","0.227","0.238","1","3","90.6","-6.0","2328","86.4","86.31","0","4","3","-0.1","6.33","114","156","96","151","301","318","298"
"7",425794,"Wainwright, Adam","2021-09-18","93","7.5","0.000","0.000","0.000","0.000","0.000","0.215","0.223","0","3","94.3","7.3","2387","83.2","83.36","1","5","2","0.2","6.49","120","161","105","148","298","328","304"
"5",425794,"Wainwright, Adam","2021-09-13","103","4.9","0.333","0.000","0.333","0.333","0.293","0.166","0.184","1","3","79.3","-9.3","2408","82.5","82.30","0","3","2","-0.2","6.36","93","144","107","141","295","322","292"
"5",425794,"Wainwright, Adam","2021-09-08","104","4.8","0.000","0.000","0.000","0.000","0.000","0.125","0.130","0","3","78.6","9.3","2612","78.7","78.32","0","3","2","-0.4","6.44","123","160","117","147","299","327","296"
