"pitches","player_id","player_name","game_date","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"28",543135,"Eovaldi, Nathan","2021-04-30","91","30.8","0.250","0.000","0.333","0.250","0.382","0.414","0.292","1","4","83.7","-18.0","2055","90.3","90.77","0","11","17","0.5","6.47","111","158","124","148","303","328","303"
"27",592836,"Walker, Taijuan","2021-09-22","55","49.1","0.500","0.833","0.400","1.333","0.740","0.621","0.413","3","6","88.6","7.5","1950","88.9","88.66","4","14","13","-0.2","6.09","107","146","106","142","286","315","300"
"27",554430,"Wheeler, Zack","2021-07-07","97","27.8","0.500","0.333","0.750","0.833","0.554","0.417","0.444","3","6","84.0","4.5","2478","91.6","93.39","6","14","13","1.8","7.24","105","154","120","149","290","312","286"
"27",592836,"Walker, Taijuan","2021-07-09","86","31.4","0.333","0.333","0.500","0.667","0.558","0.532","0.384","1","3","88.8","8.5","2036","91.0","90.59","2","9","18","-0.4","6.01","109","144","100","145","297","328","295"
"26",592836,"Walker, Taijuan","2021-04-11","100","26.0","0.600","0.200","1.000","0.800","0.600","0.524","0.555","3","5","74.6","10.8","2018","92.3","91.80","7","17","9","-0.5","6.03","107","144","100","137","291","325","292"
"26",663556,"McClanahan, Shane","2021-07-20","93","28.0","0.400","0.200","0.667","0.600","0.505","0.423","0.277","2","5","96.9","4.0","2308","92.5","93.24","5","11","15","0.7","6.91","103","154","109","151","295","324","297"
"24",608331,"Fried, Max","2021-09-29","98","24.5","0.500","0.000","0.750","0.500","0.440","0.275","0.291","3","6","80.3","-9.0","2213","88.5","89.08","3","8","16","0.6","6.41","106","154","119","151","313","326","291"
"23",592836,"Walker, Taijuan","2021-09-17","88","26.1","0.333","0.000","0.333","0.333","0.220","0.248","0.205","1","3","82.3","33.3","1830","91.7","91.10","3","13","10","-0.6","6.12","107","145","107","139","305","328","300"
"23",608331,"Fried, Max","2021-08-03","98","23.5","0.250","0.000","0.333","0.250","0.314","0.266","0.169","1","4","88.8","14.0","2230","85.9","85.80","1","8","15","-0.1","6.30","105","150","113","145","300","321","300"
"23",554430,"Wheeler, Zack","2021-08-03","105","21.9","0.000","0.000","0.000","0.000","0.173","0.218","0.067","0","3","51.1","-57.0","2408","93.8","95.59","1","8","15","1.8","7.10","113","152","114","150","299","328","297"
"23",608331,"Fried, Max","2021-05-05","72","31.9","0.250","0.000","1.000","0.250","0.220","0.224","0.242","1","4","77.1","19.0","2332","89.1","89.46","2","9","14","0.4","6.36","98","152","119","151","303","316","292"
"22",592836,"Walker, Taijuan","2021-04-13","80","27.5","0.500","0.250","0.667","0.750","0.424","0.295","0.332","2","4","84.1","24.7","2084","91.4","90.57","4","12","10","-0.8","6.06","109","156","109","147","290","334","300"
"22",663556,"McClanahan, Shane","2021-06-09","77","28.6","0.400","0.200","0.500","0.600","0.424","0.216","0.225","2","5","70.0","3.8","2232","90.6","91.28","3","10","12","0.7","6.83","99","146","111","139","302","307","284"
"22",621111,"Buehler, Walker","2021-09-17","95","23.2","0.000","0.000","0.000","0.000","0.173","0.184","0.014","0","3","64.3","-22.0","2246","91.5","91.77","3","11","11","0.3","6.34","99","157","122","147","293","320","290"
"22",592836,"Walker, Taijuan","2021-08-19","99","22.2","0.250","0.250","0.250","0.500","0.387","0.305","0.212","1","4","81.7","23.5","2028","92.5","92.11","3","9","13","-0.4","6.08","106","156","114","141","309","324","303"
"21",621111,"Buehler, Walker","2021-09-05","53","39.6","0.500","0.500","0.500","1.000","0.626","0.320","0.224","3","6","94.6","22.0","2270","89.1","89.51","2","10","11","0.4","6.30","101","145","102","142","290","316","303"
"21",621111,"Buehler, Walker","2021-08-20","107","19.6","0.250","0.000","0.500","0.250","0.320","0.245","0.118","1","4","96.4","17.5","2422","91.4","91.83","3","10","11","0.4","6.41","114","154","111","151","295","313","299"
"21",592836,"Walker, Taijuan","2021-05-29","80","26.3","0.250","0.000","0.333","0.250","0.220","0.405","0.426","1","4","93.6","17.3","2094","92.5","91.38","3","11","10","-1.1","6.10","88","141","112","144","299","323","298"
"21",663556,"McClanahan, Shane","2021-08-13","101","20.8","0.000","0.000","0.000","0.000","0.173","0.554","0.420","0","3","104.7","1.3","2355","91.9","92.61","1","8","13","0.7","6.53","98","151","119","145","302","328","295"
"21",663556,"McClanahan, Shane","2021-06-20","86","24.4","0.000","0.000","0.000","0.000","0.231","0.297","0.103","0","2","82.1","-32.0","2276","94.6","95.86","0","10","11","1.3","6.77","107","149","109","149","286","311","286"
"20",608331,"Fried, Max","2021-09-12","89","22.5","0.250","0.750","0.000","1.000","0.502","0.706","0.415","1","4","101.3","23.7","2226","89.6","89.85","2","13","7","0.2","6.42","114","155","126","151","316","332","295"
"20",663556,"McClanahan, Shane","2021-05-15","75","26.7","0.500","0.500","0.500","1.000","0.627","0.356","0.292","3","6","84.5","0.4","2328","91.9","92.55","2","10","10","0.7","6.86","92","147","111","141","312","306","288"
"20",621111,"Buehler, Walker","2021-09-22","74","27.0","0.250","0.250","0.250","0.500","0.310","0.382","0.261","1","4","99.9","13.8","2404","92.1","92.91","0","9","11","0.8","6.37","120","155","115","149","318","331","295"
"20",608331,"Fried, Max","2021-08-27","93","21.5","0.400","0.000","0.400","0.400","0.352","0.238","0.250","2","5","69.4","3.2","2266","85.2","85.17","0","10","10","0.0","6.33","94","142","127","136","302","308","287"
"20",621111,"Buehler, Walker","2021-10-03","79","25.3","0.250","0.250","1.000","0.500","0.310","0.171","0.163","1","4","96.5","16.0","2495","89.2","89.58","4","9","11","0.4","6.27","125","161","117","152","296","316","294"
"20",621111,"Buehler, Walker","2021-08-08","95","21.1","0.250","0.000","0.250","0.250","0.314","0.335","0.241","1","4","84.8","14.5","2391","91.9","92.24","1","8","12","0.3","6.23","110","159","113","150","293","309","295"
"20",554430,"Wheeler, Zack","2021-08-30","95","21.1","0.600","0.000","0.600","0.600","0.555","0.436","0.417","3","5","77.0","-2.8","2250","95.7","97.69","2","12","8","2.0","7.22","98","148","108","150","299","318","294"
"20",543135,"Eovaldi, Nathan","2021-05-11","102","19.6","0.000","0.000","0.000","0.000","0.173","0.195","0.031","0","3","72.0","15.5","2106","87.7","88.08","2","11","9","0.4","6.46","114","165","124","149","291","318","299"
"20",554430,"Wheeler, Zack","2021-09-22","97","20.6","0.333","0.000","0.333","0.333","0.393","0.449","0.398","1","3","97.1","-2.7","2291","93.9","95.50","1","8","12","1.6","7.21","98","151","110","145","295","312","273"
"20",543135,"Eovaldi, Nathan","2021-05-22","85","23.5","0.000","0.000","0.000","0.000","0.173","0.303","0.180","0","3","83.5","1.3","2219","93.6","94.04","0","7","13","0.4","6.72","96","153","118","151","286","314","295"
"20",592836,"Walker, Taijuan","2021-08-08","89","22.5","0.000","0.000","0.000","0.000","0.173","0.582","0.485","0","3","95.0","3.0","2076","91.2","90.54","2","9","11","-0.7","5.99","103","154","105","148","296","319","289"
"20",663556,"McClanahan, Shane","2021-09-02","88","22.7","0.333","0.000","1.000","0.333","0.393","0.379","0.249","1","3","75.0","-10.0","2414","88.7","89.43","6","12","8","0.7","6.91","105","154","124","148","299","318","291"
"20",621111,"Buehler, Walker","2021-06-19","108","18.5","0.000","0.000","0.000","0.000","0.353","0.390","0.082","0","2","67.3","4.0","2616","93.3","93.29","1","8","12","0.0","6.41","104","154","123","153","309","327","303"
"20",543135,"Eovaldi, Nathan","2021-04-24","87","23.0","0.500","0.333","0.750","0.833","0.554","0.346","0.275","3","6","84.5","6.5","2120","88.1","88.71","4","11","9","0.6","6.61","112","157","109","145","281","315","303"
"19",554430,"Wheeler, Zack","2021-05-06","118","16.1","0.000","0.000","0.000","0.000","0.000","0.142","0.155","0","3","96.9","3.0","2289","96.3","97.56","4","10","9","1.3","7.08","118","159","124","153","299","327","288"
"19",592836,"Walker, Taijuan","2021-06-03","104","18.3","0.400","0.000","0.500","0.400","0.352","0.354","0.307","2","5","101.0","11.5","2237","91.2","90.81","1","6","13","-0.4","6.13","107","145","112","150","292","325","304"
"19",663556,"McClanahan, Shane","2021-08-19","79","24.1","0.250","0.250","0.500","0.500","0.310","0.333","0.357","1","4","86.8","12.0","2360","88.8","89.45","3","9","10","0.7","6.82","110","154","119","149","304","316","289"
"19",608331,"Fried, Max","2021-06-12","94","20.2","0.400","0.000","0.667","0.400","0.352","0.348","0.375","2","5","78.5","13.0","2294","88.7","88.47","2","7","12","-0.2","6.34","108","154","138","146","293","308","290"
"19",621111,"Buehler, Walker","2021-08-03","113","16.8","0.250","0.250","0.250","0.500","0.310","0.080","0.086","1","4","88.6","35.5","2463","92.6","92.68","2","8","11","0.1","6.19","120","158","140","153","292","319","304"
"19",608331,"Fried, Max","2021-08-14","86","22.1","0.000","0.000","0.000","0.000","0.000","0.249","0.269","0","3","99.7","-3.5","2135","87.7","88.13","1","10","9","0.4","6.36","111","155","120","151","301","327","289"
"19",592836,"Walker, Taijuan","2021-05-12","97","19.6","0.000","0.000","0.000","0.000","0.277","0.369","0.164","0","3","75.6","-14.0","2178","89.4","83.24","2","5","14","-6.2","5.92","111","149","110","149","296","320","299"
"18",554430,"Wheeler, Zack","2021-07-29","100","18.0","0.500","0.250","0.500","0.750","0.424","0.288","0.380","2","4","92.7","18.8","2414","93.1","94.39","4","12","6","1.3","7.16","95","141","107","141","290","326","294"
"18",608331,"Fried, Max","2021-09-19","99","18.2","0.000","0.000","0.000","0.000","0.173","0.185","0.015","0","3","82.7","-28.0","2269","86.7","86.79","4","10","8","0.1","6.32","96","152","120","149","304","327","288"
"18",663556,"McClanahan, Shane","2021-04-29","59","30.5","0.250","0.250","0.500","0.500","0.310","0.131","0.140","1","4","101.4","-5.5","2342","91.8","92.45","7","11","7","0.7","6.89","119","158","122","151","306","327","296"
"18",621111,"Buehler, Walker","2021-06-08","93","19.4","0.200","0.000","0.200","0.200","0.262","0.302","0.244","1","5","84.2","13.2","2792","90.3","90.54","0","5","13","0.2","6.34","108","157","113","152","305","305","278"
"18",621111,"Buehler, Walker","2021-06-29","113","15.9","0.000","0.000","0.000","0.000","0.000","0.254","0.155","0","3","97.6","27.0","2377","92.0","92.34","3","8","10","0.3","6.26","118","154","121","153","301","309","287"
"18",554430,"Wheeler, Zack","2021-04-03","90","20.0","0.250","0.000","0.333","0.250","0.220","0.197","0.208","1","4","88.0","10.3","2397","95.6","96.64","2","9","9","1.0","7.16","98","154","120","150","297","328","293"
"18",592836,"Walker, Taijuan","2021-07-03","106","17.0","0.000","0.000","0.000","0.000","0.173","0.385","0.311","0","3","69.8","22.0","2096","90.7","90.26","0","4","14","-0.4","6.08","111","158","117","146","309","343","288"
"18",592836,"Walker, Taijuan","2021-05-01","94","19.1","0.500","0.167","0.500","0.667","0.500","0.379","0.371","3","6","91.5","21.2","2247","91.0","90.39","1","12","6","-0.6","6.05","117","160","109","151","280","322","296"
"17",543135,"Eovaldi, Nathan","2021-06-09","107","15.9","0.400","0.400","0.500","0.800","0.497","0.383","0.302","2","5","84.6","32.8","2080","91.8","92.53","0","9","8","0.7","6.58","125","168","131","152","274","329","308"
"17",554430,"Wheeler, Zack","2021-04-14","108","15.7","0.250","0.000","0.250","0.250","0.220","0.235","0.229","1","4","89.4","-10.3","2347","92.0","93.31","1","8","9","1.3","7.06","119","150","113","149","289","313","297"
"17",621111,"Buehler, Walker","2021-07-22","99","17.2","0.400","0.000","0.667","0.400","0.352","0.190","0.206","2","5","92.1","-1.3","2545","90.2","90.70","2","10","7","0.5","6.31","104","161","124","152","295","315","298"
"17",554430,"Wheeler, Zack","2021-07-23","111","15.3","0.250","0.000","1.000","0.250","0.220","0.180","0.176","1","4","82.9","21.0","2329","92.9","94.47","2","7","10","1.6","7.19","96","152","113","144","291","325","291"
"17",663556,"McClanahan, Shane","2021-07-03","71","23.9","0.333","0.500","0.250","0.833","0.481","0.476","0.362","2","6","90.4","18.0","2285","94.1","94.67","1","8","9","0.6","6.39","96","147","114","146","296","319","292"
"17",543135,"Eovaldi, Nathan","2021-05-29","101","16.8","0.000","0.000",,"0.000","0.000","0.000",,"0","3",,,"2256","90.6","90.86","4","9","8","0.3","6.62","121","151","110","152","283","323","297"
"17",608331,"Fried, Max","2021-07-23","100","17.0","0.000","0.000","0.000","0.000","0.173","0.217","0.063","0","3","102.9","-19.0","2418","86.5","86.68","2","6","11","0.2","6.37","89","145","103","147","291","312","271"
"17",663556,"McClanahan, Shane","2021-06-15","89","19.1","0.400","0.000","0.667","0.400","0.352","0.324","0.334","2","5","96.4","20.0","2328","92.5","93.54","5","9","8","1.0","6.77","97","152","108","146","297","323","294"
"17",543135,"Eovaldi, Nathan","2021-04-14","82","20.7","0.000","0.000","0.000","0.000","0.000","0.198","0.158","0","3","93.0","17.5","2251","90.5","90.89","1","8","9","0.4","6.57","117","161","127","150","299","324","294"
"17",592836,"Walker, Taijuan","2021-07-24","76","22.4","0.000","0.000","0.000","0.000","0.173","0.235","0.080","0","3","89.0","23.3","2021","92.2","91.61","2","8","9","-0.6","5.94","125","158","124","152","298","328","306"
"17",608331,"Fried, Max","2021-04-07","49","34.7","0.500","0.167","0.600","0.667","0.500","0.454","0.463","3","6","95.6","6.6","2397","82.8","82.82","0","8","9","0.0","6.25","101","154","116","151","303","319","294"
"17",543135,"Eovaldi, Nathan","2021-08-11","97","17.5","0.250","0.000","0.500","0.250","0.220","0.174","0.189","1","4","73.1","45.5","1983","89.6","90.60","4","10","7","1.0","6.76","112","154","119","151","274","319","307"
"16",554430,"Wheeler, Zack","2021-05-18","92","17.4","0.000","0.000","0.000","0.000","0.000","0.047","0.052","0","3","86.6","20.5","2298","97.0","98.37","3","9","7","1.4","7.21","118","154","118","151","294","325","292"
"16",621111,"Buehler, Walker","2021-06-02","103","15.5","0.250","0.000","0.500","0.250","0.314","0.249","0.150","1","4","88.0","-12.5","2682","93.5","93.91","2","5","11","0.4","6.43","111","153","117","154","308","316","283"
"16",608331,"Fried, Max","2021-09-07","96","16.7","0.250","0.250","0.500","0.500","0.310","0.133","0.137","1","4","85.8","-12.0","2264","87.8","88.04","2","8","8","0.2","6.30","106","146","111","142","300","308","286"
"16",592836,"Walker, Taijuan","2021-09-29","90","17.8","0.000","0.000","0.000","0.000","0.000","0.027","0.023","0","3","77.9","51.0","2234","89.9","88.81","2","5","11","-1.1","5.86","121","167","125","153","296","323","299"
"16",608331,"Fried, Max","2021-09-01","99","16.2","0.000","0.000","0.000","0.000","0.000","0.184","0.200","0","3","80.2","-32.0","2319","84.8","84.65","4","8","8","-0.1","6.11","112","153","118","151","300","319","294"
"16",543135,"Eovaldi, Nathan","2021-07-06","104","15.4","0.250","0.250","1.000","0.500","0.310","0.120","0.129","1","4","93.0","5.0","2121","91.8","92.51","3","6","10","0.7","6.79","118","165","108","151","308","327","295"
"16",592836,"Walker, Taijuan","2021-07-29","87","18.4","0.000","0.000","0.000","0.000","0.000","0.010","0.009","0","3","86.1","52.0","2095","88.5","87.85","2","8","8","-0.6","5.64","117","165","124","150","299","333","299"
"16",663556,"McClanahan, Shane","2021-10-01","43","37.2","0.250","0.000","0.250","0.250","0.220","0.139","0.148","1","4","89.8","1.5","2336","89.6","90.55","0","6","10","1.0","6.82","96","160","105","147","309","329","291"
"16",663556,"McClanahan, Shane","2021-09-25","84","19.0","0.500","0.000","0.500","0.500","0.440","0.299","0.312","2","4","90.8","12.3","2339","91.0","91.51","1","7","9","0.5","6.60","104","152","108","149","302","323","296"
"16",592836,"Walker, Taijuan","2021-08-03","93","17.2","0.500","0.750","0.500","1.250","0.721","0.663","0.441","2","4","86.7","-10.0","2000","91.7","90.59","3","7","9","-1.1","5.79","108","155","119","146","307","324","285"
"16",621111,"Buehler, Walker","2021-04-22","101","15.8","0.000","0.000","0.000","0.000","0.000","0.494","0.367","0","3","73.3","4.7","2692","93.8","94.12","1","8","8","0.3","6.43","119","152","133","150","296","318","299"
"16",592836,"Walker, Taijuan","2021-05-06","92","17.4","0.250","0.000","0.250","0.250","0.176","0.205","0.225","1","4","91.6","-1.3","2153","91.0","90.86","1","8","8","-0.1","6.12","106","150","116","147","308","329","300"
"16",554430,"Wheeler, Zack","2021-04-09","94","17.0","0.000","0.000","0.000","0.000","0.173","0.175","0.003","0","3","89.8","80.0","2406","92.1","93.51","2","5","11","1.4","7.05","97","152","118","143","303","325","290"
"16",621111,"Buehler, Walker","2021-08-14","110","14.5","0.000","0.000","0.000","0.000","0.173","0.201","0.040","0","3","75.9","38.0","2367","91.7","91.59","3","7","9","-0.1","6.43","118","160","122","153","289","323","303"
"16",554430,"Wheeler, Zack","2021-05-12","98","16.3","0.250","0.000","0.500","0.250","0.220","0.182","0.143","1","4","94.3","8.5","2413","92.4","93.80","2","7","9","1.4","7.12","105","156","121","150","295","315","290"
"15",554430,"Wheeler, Zack","2021-09-28","93","16.1","0.000","0.000","0.000","0.000","0.000","0.058","0.060","0","3","85.4","-23.0","2355","96.6","98.52","1","9","6","1.9","7.31","116","156","115","147","295","322","287"
"15",621111,"Buehler, Walker","2021-05-22","105","14.3","0.000","0.000","0.000","0.000","0.173","0.225","0.066","0","3","95.1","-20.0","2544","94.1","94.43","3","6","9","0.3","6.49","112","164","123","154","298","327","307"
"15",621111,"Buehler, Walker","2021-06-24","103","14.6","0.000","0.000","0.000","0.000","0.173","0.238","0.070","0","3","91.0","38.3","2362","90.9","91.21","1","6","9","0.3","6.23","108","160","121","154","285","313","300"
"15",543135,"Eovaldi, Nathan","2021-06-14","81","18.5","0.000","0.000","0.000","0.000","0.000","0.159","0.138","0","3","93.5","33.0","2015","91.1","91.58","2","6","9","0.5","6.59","119","163","131","151","280","325","308"
"15",543135,"Eovaldi, Nathan","2021-09-19","78","19.2","0.250","0.000","0.500","0.250","0.220","0.203","0.224","1","4","97.4","2.0","2010","89.5","90.27","4","9","6","0.8","6.74","96","150","112","148","286","325","291"
"15",608331,"Fried, Max","2021-06-06","92","16.3","0.000","0.000","0.000","0.000","0.000","0.177","0.181","0","3","87.1","-11.7","2251","88.4","88.73","0","8","7","0.3","6.40","114","154","157","144","318","321","299"
"15",608331,"Fried, Max","2021-06-18","98","15.3","0.000","0.000","0.000","0.000","0.231","0.341","0.180","0","2","87.8","28.5","2337","87.4","87.72","0","7","8","0.3","6.28","99","150","117","147","315","315","286"
"15",608331,"Fried, Max","2021-07-05","91","16.5","0.000","0.000","0.000","0.000","0.000","0.057","0.041","0","3","82.7","1.0","2419","86.4","86.49","1","8","7","0.1","6.18","109","155","132","140","312","316","280"
"15",592836,"Walker, Taijuan","2021-06-20","85","17.6","0.400","0.000","0.500","0.400","0.352","0.403","0.429","2","5","72.7","-5.0","2076","87.3","87.19","1","10","5","-0.1","6.05","101","142","101","143","306","315","301"
"15",592836,"Walker, Taijuan","2021-08-14","93","16.1","0.000","0.000","0.000","0.000","0.000","0.001","0.001","0","3","94.2","52.0","1985","92.4","91.74","3","9","6","-0.7","6.18","119","174","130","153","301","332","302"
"15",554430,"Wheeler, Zack","2021-09-11","101","14.9","0.250","0.250","0.333","0.500","0.393","0.239","0.118","1","4","83.6","1.7","2264","94.1","95.70","1","5","10","1.6","7.21","111","145","105","147","287","317","289"
"14",663556,"McClanahan, Shane","2021-06-26","87","16.1","0.000","0.000","0.000","0.000","0.173","0.418","0.342","0","3","66.1","13.0","2201","92.9","93.43","2","6","8","0.5","6.89","94","151","118","149","296","311","289"
"14",621111,"Buehler, Walker","2021-07-05","93","15.1","0.000","0.000","0.000","0.000","0.173","0.449","0.303","0","3","79.3","9.0","2416","92.2","92.17","0","4","10","0.0","6.30","98","155","110","153","299","325","296"
"14",621111,"Buehler, Walker","2021-07-28","98","14.3","0.000","0.000","0.000","0.000","0.231","0.365","0.210","0","2","91.3","3.0","2421","93.3","93.94","0","3","11","0.6","6.49","102","153","114","151","302","319","292"
"14",608331,"Fried, Max","2021-09-24","98","14.3","0.250","0.000","0.333","0.250","0.220","0.205","0.223","1","4","88.7","-2.3","2232","89.4","89.34","2","8","6","-0.1","6.27","95","148","113","149","288","322","296"
"14",663556,"McClanahan, Shane","2021-09-19","64","21.9","0.000","0.000","0.000","0.000","0.173","0.196","0.031","0","3","76.2","-42.0","2334","90.3","90.49","1","3","11","0.2","6.61","91","152","114","150","308","322","297"
"14",621111,"Buehler, Walker","2021-08-25","106","13.2","0.200","0.000","0.250","0.200","0.176","0.100","0.110","1","5","72.3","-29.8","2479","91.2","91.22","3","10","4","0.0","6.31","114","152","108","151","300","315","295"
"14",592836,"Walker, Taijuan","2021-04-20","91","15.4","0.000","0.000","0.000","0.000","0.000","0.145","0.136","0","3","93.9","19.0","2178","90.0","89.79","2","7","7","-0.2","6.25","127","164","124","153","301","339","307"
"13",543135,"Eovaldi, Nathan","2021-07-17","94","13.8","0.000","0.000","0.000","0.000","0.000","0.088","0.095","0","3","90.4","-41.0","2044","92.4","93.27","2","8","5","0.9","6.81","117","150","108","154","298","337","285"
"13",592836,"Walker, Taijuan","2021-06-15","92","14.1","0.000","0.000","0.000","0.000","0.000","0.230","0.240","0","3","105.2","8.0","2149","91.4","90.73","2","4","9","-0.7","5.82","123","151","111","153","289","325","300"
"13",621111,"Buehler, Walker","2021-05-17","98","13.3","0.000","0.000","0.000","0.000","0.000","0.184","0.170","0","3","91.5","33.5","2647","92.6","92.76","2","7","6","0.2","6.37","125","165","125","154","292","316","292"
"13",554430,"Wheeler, Zack","2021-06-10","105","12.4","0.000","0.000","0.000","0.000","0.000","0.108","0.114","0","3","78.3","-21.0","2388","93.1","94.29","0","7","6","1.2","7.01","113","155","116","148","296","329","292"
"13",663556,"McClanahan, Shane","2021-08-01","88","14.8","0.000","0.000","0.000","0.000","0.000","0.001","0.001","0","4","80.4","82.0","2425","90.3","91.00","3","7","6","0.7","6.87","99","151","111","148","309","328","293"
"13",663556,"McClanahan, Shane","2021-08-07","92","14.1","0.000","0.000","0.000","0.000","0.000","0.136","0.134","0","3","91.4","2.0","2501","89.4","90.22","3","7","6","0.8","6.72","109","153","119","147","304","330","290"
"13",621111,"Buehler, Walker","2021-06-13","96","13.5","0.250","0.000","0.333","0.250","0.220","0.373","0.397","1","4","74.0","25.7","2627","92.1","92.31","0","6","7","0.2","6.35","101","152","110","153","299","312","288"
"13",543135,"Eovaldi, Nathan","2021-04-07","91","14.3","0.000","0.000","0.000","0.000","0.000","0.149","0.149","0","3","85.6","25.0","2073","90.0","90.55","1","6","7","0.6","6.50","125","159","124","151","262","303","313"
"13",543135,"Eovaldi, Nathan","2021-09-29","90","14.4","0.000","0.000",,"0.000","0.000","0.000",,"0","3",,,"2065","88.1","88.55","4","9","4","0.5","6.80","115","152","117","153","292","337","279"
"13",554430,"Wheeler, Zack","2021-08-13","94","13.8","0.000","0.000","0.000","0.000","0.000","0.018","0.020","0","3","72.6","10.5","2477","92.4","93.90","4","6","7","1.5","7.19","129","176","117","153","290","334","296"
"13",621111,"Buehler, Walker","2021-08-31","92","14.1","0.000","0.000","0.000","0.000","0.173","0.239","0.047","0","3","97.5","38.0","2397","90.6","90.94","3","6","7","0.3","6.37","107","153","117","147","304","315","288"
"13",621111,"Buehler, Walker","2021-09-11","96","13.5","0.333","0.000","0.333","0.333","0.393","0.391","0.315","1","3","84.8","-23.3","2464","91.5","91.79","1","4","9","0.3","6.38","104","153","108","150","302","315","286"
"13",543135,"Eovaldi, Nathan","2021-09-08","98","13.3","0.000","0.000","0.000","0.000","0.000","0.095","0.104","0","3","80.5","-10.5","1975","87.6","88.32","3","8","5","0.7","6.66","125","166","128","150","271","320","317"
"13",543135,"Eovaldi, Nathan","2021-05-06","79","16.5","0.000","0.000","0.000","0.000","0.000","0.266","0.249","0","3","96.8","8.5","2126","90.3","90.76","2","8","5","0.5","6.59","123","154","120","149","287","317","295"
"13",543135,"Eovaldi, Nathan","2021-08-23","94","13.8","0.250","0.000","0.500","0.250","0.220","0.236","0.254","1","4","84.7","7.5","2090","89.6","90.62","3","8","5","1.0","6.76","112","164","122","151","270","314","303"
"13",621111,"Buehler, Walker","2021-04-09","90","14.4","0.000","0.000","0.000","0.000","0.000","0.201","0.214","0","3","100.3","25.0","2750","92.9","92.95","2","7","6","0.1","6.27","119","162","115","150","303","317","296"
"13",554430,"Wheeler, Zack","2021-08-08","108","12.0","0.000","0.000","0.000","0.000","0.000","0.097","0.105","0","3","87.2","-13.0","2435","95.5","96.88","3","9","4","1.4","7.11","124","151","125","152","285","323","291"
"13",663556,"McClanahan, Shane","2021-05-09","80","16.3","0.000","0.000","0.000","0.000","0.000","0.044","0.028","0","3","93.1","34.0","2362","92.2","92.97","2","7","6","0.8","6.68","114","170","153","129","301","322","301"
"12",663556,"McClanahan, Shane","2021-07-27","89","13.5","0.250","0.250","0.500","0.500","0.310","0.180","0.187","1","4","90.4","0.5","2488","88.2","88.77","2","7","5","0.6","6.92","108","150","101","141","293","320","285"
