"pitches","player_id","player_name","game_date","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"28",592836,"Walker, Taijuan","2021-09-22","55","50.9","0.600","0.600","0.667","1.200","0.743","0.750","0.583","3","5","106.1","11.5","1961","90.4","90.14","2","12","16","-0.3","6.11","105","155","111","147","283","318","304"
"28",543135,"Eovaldi, Nathan","2021-07-06","104","26.9","0.571","0.714","0.750","1.286","0.767","0.525","0.402","4","7","86.1","20.8","2048","91.4","92.03","4","16","12","0.6","6.74","116","158","118","146","308","330","294"
"27",554430,"Wheeler, Zack","2021-06-16","98","27.6","0.250","0.000","0.500","0.250","0.377","0.315","0.139","1","4","78.8","33.0","2413","96.3","98.26","5","13","14","2.0","7.10","110","149","112","142","299","317","291"
"27",543135,"Eovaldi, Nathan","2021-09-24","59","45.8","0.571","0.143","0.571","0.714","0.554","0.541","0.500","4","7","92.2","12.1","1974","90.6","91.50","0","15","12","0.9","6.72","110","146","118","147","293","326","294"
"25",663556,"McClanahan, Shane","2021-05-09","80","31.3","0.250","0.000","0.250","0.250","0.314","0.449","0.395","1","4","92.5","20.3","2320","93.9","90.98","1","10","15","-2.9","6.60","98","152","121","147","312","316","291"
"25",543135,"Eovaldi, Nathan","2021-04-24","87","28.7","0.500","0.167","0.500","0.667","0.532","0.368","0.332","3","6","92.4","15.5","2108","88.8","89.38","2","13","12","0.6","6.56","115","161","119","143","279","316","305"
"25",608331,"Fried, Max","2021-07-23","100","25.0","0.400","0.600","0.250","1.000","0.596","0.742","0.461","2","5","92.0","12.8","2394","87.4","87.30","0","8","17","-0.1","6.16","104","151","127","143","300","320","284"
"25",608331,"Fried, Max","2021-06-18","98","25.5","0.250","0.250","0.333","0.500","0.310","0.258","0.267","1","4","79.9","-12.7","2347","89.6","89.91","2","13","12","0.3","6.31","108","151","116","149","317","313","284"
"25",621111,"Buehler, Walker","2021-06-29","113","22.1","0.000","0.000","0.000","0.000","0.173","0.323","0.223","0","3","88.3","17.0","2510","92.1","92.42","2","12","13","0.3","6.28","113","168","135","154","292","317","298"
"25",621111,"Buehler, Walker","2021-07-05","93","26.9","0.000","0.000","0.000","0.000","0.173","0.175","0.003","0","3","93.1","70.0","2378","92.0","92.06","2","10","15","0.1","6.36","107","157","111","152","302","325","290"
"24",554430,"Wheeler, Zack","2021-05-29","101","23.8","0.400","0.600","1.000","1.000","0.577","0.246","0.209","2","5","103.2","9.0","2356","96.3","97.95","3","8","16","1.7","7.31","116","150","119","152","301","334","302"
"23",621111,"Buehler, Walker","2021-07-10","95","24.2","0.250","0.250","1.000","0.500","0.387","0.281","0.163","1","4","108.7","15.0","2363","92.1","92.38","5","11","12","0.3","6.35","120","155","115","155","293","317","297"
"23",592836,"Walker, Taijuan","2021-09-11","103","22.3","0.250","0.000","0.333","0.250","0.314","0.319","0.243","1","4","73.1","-8.0","2086","93.3","92.82","2","12","11","-0.5","6.07","104","160","113","150","305","322","307"
"23",608331,"Fried, Max","2021-06-30","74","31.1","0.400","0.800","1.000","1.200","0.657","0.464","0.223","2","5","99.8","26.5","2270","87.4","87.40","5","11","12","0.0","6.20","108","153","115","150","306","320","293"
"22",543135,"Eovaldi, Nathan","2021-07-17","94","23.4","0.000","0.000","0.000","0.000","0.289","0.307","0.027","0","3","83.5","51.0","2126","91.8","92.41","3","12","10","0.6","6.70","118","157","124","153","309","338","276"
"22",592836,"Walker, Taijuan","2021-06-09","93","23.7","0.500","0.000","0.750","0.500","0.440","0.185","0.199","3","6","88.0","15.8","2044","90.7","90.48","3","11","11","-0.2","6.23","120","148","112","150","298","327","292"
"22",592836,"Walker, Taijuan","2021-04-25","95","23.2","0.333","0.000","0.333","0.333","0.393","0.748","0.761","1","3","96.8","15.3","2074","89.5","88.49","1","9","13","-1.0","6.00","108","157","118","148","294","318","301"
"21",663556,"McClanahan, Shane","2021-09-02","88","23.9","0.500","0.000","0.750","0.500","0.440","0.458","0.446","3","6","106.9","9.8","2380","92.9","93.46","2","9","12","0.6","6.90","91","147","122","147","305","321","294"
"21",608331,"Fried, Max","2021-06-12","94","22.3","0.333","0.000","0.250","0.333","0.314","0.285","0.234","1","3","81.8","-1.5","2185","89.5","89.49","1","11","10","0.0","6.35","107","152","155","141","299","314","297"
"21",663556,"McClanahan, Shane","2021-05-04","63","33.3","0.250","0.000","0.333","0.250","0.314","0.287","0.134","1","4","92.0","-8.3","2346","94.7","95.24","1","8","13","0.5","6.60","100","143","120","146","306","322","295"
"21",554430,"Wheeler, Zack","2021-04-09","94","22.3","0.000","0.000","0.000","0.000","0.346","0.459","0.200","0","2","88.0","32.0","2380","95.0","96.60","3","7","14","1.6","7.10","110","150","121","151","305","328","294"
"21",592836,"Walker, Taijuan","2021-08-08","89","23.6","0.400","1.200","0.000","1.600","0.803","0.534","0.286","2","5","95.9","40.0","2034","90.0","89.29","3","13","8","-0.7","6.00","123","160","106","153","296","325","294"
"21",554430,"Wheeler, Zack","2021-07-07","97","21.6","0.500","0.000","0.571","0.500","0.440","0.433","0.467","4","8","83.3","18.4","2409","96.0","97.81","2","10","11","1.8","7.27","109","158","113","150","290","321","291"
"20",592836,"Walker, Taijuan","2021-06-03","104","19.2","0.250","0.000","0.250","0.250","0.314","0.252","0.149","1","4","91.5","20.5","2215","92.4","91.88","0","8","12","-0.5","6.15","101","143","117","151","295","327","308"
"20",592836,"Walker, Taijuan","2021-06-15","92","21.7","0.400","0.000","1.000","0.400","0.413","0.271","0.185","2","5","96.5","-1.0","2117","92.1","91.59","4","9","11","-0.5","5.94","118","150","108","149","296","332","307"
"20",543135,"Eovaldi, Nathan","2021-07-31","105","19.0","0.400","0.800","1.000","1.200","0.650","0.454","0.274","2","5","101.9","22.0","1938","90.8","92.02","4","13","7","1.2","7.11","122","164","117","154","305","343","300"
"19",663556,"McClanahan, Shane","2021-09-19","64","29.7","0.000","0.000","0.000","0.000","0.173","0.177","0.003","0","3","90.3","40.0","2341","93.2","93.65","4","10","9","0.4","6.71","100","154","114","154","312","313","294"
"19",621111,"Buehler, Walker","2021-04-09","90","21.1","0.000","0.000","0.000","0.000","0.000","0.103","0.112","0","3","87.7","33.0","2801","93.2","93.09","1","10","9","-0.1","6.36","114","161","116","148","306","316","290"
"19",554430,"Wheeler, Zack","2021-07-02","114","16.7","0.250","0.000","0.333","0.250","0.220","0.235","0.251","1","4","94.6","-4.3","2309","96.6","98.05","2","8","11","1.5","7.11","105","152","118","151","299","332","296"
"19",621111,"Buehler, Walker","2021-05-05","92","20.7","0.000","0.000",,"0.000","0.000","0.000",,"0","3",,,"2634","91.8","92.25","4","8","11","0.5","6.58","120","163","129","150","295","319","285"
"19",543135,"Eovaldi, Nathan","2021-05-29","101","18.8","0.250","0.250","0.500","0.500","0.310","0.196","0.185","1","4","93.7","27.5","2329","89.5","89.46","3","10","9","0.0","6.58","117","150","117","150","282","329","299"
"19",543135,"Eovaldi, Nathan","2021-09-03","98","19.4","0.250","0.250","0.500","0.500","0.310","0.180","0.146","1","4","98.8","11.0","2097","92.1","92.91","3","10","9","0.8","6.76","112","156","116","152","289","314","286"
"19",608331,"Fried, Max","2021-04-01","94","20.2","0.333","0.000","0.333","0.333","0.382","0.430","0.337","1","3","98.4","29.7","2312","89.8","89.73","4","11","8","-0.1","6.30","95","146","116","149","291","323","292"
"19",608331,"Fried, Max","2021-04-13","86","22.1","0.250","0.000","0.333","0.250","0.314","0.313","0.219","1","4","79.5","-25.0","2271","86.7","86.66","2","7","12","0.0","6.23","101","147","117","148","304","322","299"
"19",608331,"Fried, Max","2021-08-03","98","19.4","0.250","0.000","0.500","0.250","0.220","0.144","0.135","1","4","77.6","18.5","2332","86.7","86.84","1","9","10","0.1","6.34","94","150","114","145","304","327","301"
"19",608331,"Fried, Max","2021-08-08","105","18.1","0.250","0.250","0.500","0.500","0.310","0.061","0.056","1","4","80.0","11.0","2249","85.2","85.22","4","9","10","0.0","6.36","109","155","116","149","308","323","290"
"19",608331,"Fried, Max","2021-09-07","96","19.8","0.400","0.200","0.400","0.600","0.469","0.552","0.468","2","5","88.2","-7.2","2283","86.9","87.05","4","11","8","0.2","6.37","107","152","112","150","310","327","300"
"18",608331,"Fried, Max","2021-08-27","93","19.4","0.250","0.750","0.000","1.000","0.546","0.285","0.175","1","4","94.5","25.3","2248","87.7","87.91","2","9","9","0.2","6.34","96","149","117","144","314","325","291"
"18",543135,"Eovaldi, Nathan","2021-05-22","85","21.2","0.250","0.250","0.333","0.500","0.387","0.397","0.268","1","4","93.8","7.0","2202","92.3","92.89","3","9","9","0.6","6.72","121","156","116","152","297","330","296"
"18",543135,"Eovaldi, Nathan","2021-08-17","83","21.7","0.250","0.000","0.333","0.250","0.220","0.117","0.129","1","4","96.3","12.3","1969","92.2","93.02","3","8","10","0.8","6.72","100","158","114","149","305","338","289"
"18",592836,"Walker, Taijuan","2021-09-17","88","20.5","0.000","0.000","0.000","0.000","0.000","0.131","0.102","0","3","85.3","12.3","2132","92.7","92.16","4","10","8","-0.5","6.10","122","169","114","154","306","330","304"
"18",543135,"Eovaldi, Nathan","2021-07-01","84","21.4","0.400","0.000","0.500","0.400","0.352","0.176","0.179","2","5","93.9","31.8","1984","89.4","90.41","2","10","8","1.0","6.71","99","151","112","150","275","320","303"
"18",663556,"McClanahan, Shane","2021-05-22","67","26.9","0.250","0.250","0.333","0.500","0.387","0.371","0.258","1","4","88.1","-16.3","2257","91.4","92.42","4","8","10","1.0","6.64",,,,,,,
"18",663556,"McClanahan, Shane","2021-07-27","89","20.2","0.500","0.250","0.667","0.750","0.562","0.353","0.290","2","4","106.1","-6.0","2280","90.1","90.82","3","8","10","0.7","6.84","101","148","113","145","303","331","295"
"18",621111,"Buehler, Walker","2021-05-17","98","18.4","0.250","0.000","0.500","0.250","0.220","0.232","0.251","1","4","91.9","-28.5","2754","91.2","91.34","0","10","8","0.1","6.38","115","155","132","153","284","319","297"
"18",592836,"Walker, Taijuan","2021-04-20","91","19.8","0.000","0.000","0.000","0.000","0.173","0.290","0.158","0","3","90.8","19.0","2108","92.6","92.40","2","5","13","-0.2","6.31","101","151","127","147","299","333","304"
"18",608331,"Fried, Max","2021-09-01","99","18.2","0.250","0.750","0.000","1.000","0.502","0.728","0.471","1","4","107.8","10.3","2348","86.1","85.89","1","9","9","-0.2","6.16","111","154","132","143","306","319","287"
"18",663556,"McClanahan, Shane","2021-06-02","79","22.8","0.400","0.600","0.333","1.000","0.577","0.487","0.365","2","5","98.4","-1.0","2326","92.9","93.74","2","10","8","0.8","6.67","104","156","121","147","304","317","287"
"17",592836,"Walker, Taijuan","2021-05-29","80","21.3","0.333","0.000","1.000","0.333","0.293","0.180","0.193","1","3","105.0","5.0","1950","92.0","90.82","4","8","9","-1.2","6.09","103","143","113","145","304","329","303"
"17",621111,"Buehler, Walker","2021-09-28","90","18.9","0.000","0.000","0.000","0.000","0.173","0.313","0.197","0","3","102.3","13.0","2349","94.2","72.55","1","7","10","-21.7","6.26","122","160","123","151","298","318","298"
"17",592836,"Walker, Taijuan","2021-07-24","76","22.4","0.250","0.000","0.333","0.250","0.314","0.291","0.198","1","4","91.4","2.0","2129","92.8","92.62","5","10","7","-0.2","6.11","111","148","122","149","310","336","303"
"17",543135,"Eovaldi, Nathan","2021-06-26","109","15.6","0.500","0.000","0.667","0.500","0.440","0.352","0.370","2","4","97.8","2.0","2074","94.2","94.89","3","8","9","0.7","6.61","108","153","125","149","296","327","299"
"17",592836,"Walker, Taijuan","2021-05-06","92","18.5","0.000","0.000",,"0.000","0.000","0.000",,"0","3",,,"2294","89.5","89.19","2","8","9","-0.3","6.06","122","165","125","151","296","332","308"
"17",663556,"McClanahan, Shane","2021-06-15","89","19.1","0.250","0.000","0.250","0.250","0.220","0.178","0.187","1","4","90.8","-6.8","2401","91.4","87.31","3","11","6","-4.1","6.70","103","153","113","145","303","328","282"
"17",554430,"Wheeler, Zack","2021-07-18","101","16.8","0.000","0.000","0.000","0.000","0.173","0.248","0.103","0","3","62.1","-55.0","2348","95.4","97.04","5","7","10","1.6","7.08","97","151","111","146","296","326","290"
"17",608331,"Fried, Max","2021-07-28","106","16.0","0.000","0.000","0.000","0.000","0.000","0.005","0.004","0","3","89.6","51.0","2317","85.7","85.58","0","3","14","-0.1","6.21","114","154","130","152","304","347","309"
"17",554430,"Wheeler, Zack","2021-09-06","99","17.2","0.250","0.000","0.333","0.250","0.220","0.175","0.191","1","4","81.3","42.7","2459","94.4","95.84","2","9","8","1.4","6.95","109","149","103","152","291","321","305"
"17",608331,"Fried, Max","2021-07-10","92","18.5","0.400","0.200","0.400","0.600","0.424","0.413","0.409","2","5","99.1","21.2","2435","85.8","85.74","1","8","9","-0.1","6.35","103","154","136","137","319","319","292"
"17",663556,"McClanahan, Shane","2021-05-15","75","22.7","0.250","0.000","1.000","0.250","0.220","0.181","0.189","1","4","72.0","29.0","2309","94.4","95.22","4","8","9","0.8","6.87","98","159","120","150","308","315","295"
"17",543135,"Eovaldi, Nathan","2021-04-14","82","20.7","0.250","0.250","0.250","0.500","0.310","0.396","0.418","1","4","95.1","9.5","2275","90.4","90.61","2","10","7","0.2","6.52","120","154","118","151","293","320","300"
"17",663556,"McClanahan, Shane","2021-09-25","84","20.2","0.400","0.000","0.400","0.400","0.352","0.302","0.330","2","5","102.6","-9.6","2398","92.2","92.58","2","10","7","0.4","6.71","100","153","113","153","304","324","290"
"16",554430,"Wheeler, Zack","2021-06-27","103","15.5","0.400","0.200","0.400","0.600","0.424","0.191","0.190","2","5","73.7","18.0","2285","95.1","96.70","0","8","8","1.6","7.06","103","145","105","147","293","323","305"
"16",543135,"Eovaldi, Nathan","2021-08-06","86","18.6","0.250","0.250","0.250","0.500","0.310","0.258","0.248","1","4","94.8","19.5","2100","91.6","91.96","0","9","7","0.4","6.78","109","155","123","151","319","327","270"
"16",543135,"Eovaldi, Nathan","2021-08-28","97","16.5","0.000","0.000","0.000","0.000","0.000","0.180","0.187","0","3","92.7","29.5","2125","92.5","93.71","2","8","8","1.2","6.78","119","159","113","153","304","321","284"
"16",663556,"McClanahan, Shane","2021-10-01","43","37.2","0.400","0.200","0.667","0.600","0.424","0.529","0.500","2","5","108.2","12.7","2419","89.5","90.38","4","8","8","0.9","6.76","101","163","112","141","311","336","294"
"16",621111,"Buehler, Walker","2021-08-08","95","16.8","0.000","0.000","0.000","0.000","0.173","0.346","0.225","0","3","85.7","-22.0","2453","91.3","91.51","3","9","7","0.2","6.23","103","156","109","150","304","318","289"
"16",621111,"Buehler, Walker","2021-10-03","79","20.3","0.000","0.000",,"0.000","0.173","0.173",,"0","3",,,"2509","92.0","92.48","6","7","9","0.5","6.26","115","162","120","150","299","318","292"
"16",608331,"Fried, Max","2021-05-23","87","18.4","0.400","0.200","0.400","0.600","0.469","0.305","0.238","2","5","73.3","-11.2","2351","87.8","87.78","1","7","9","0.0","6.22","99","150","117","151","305","308","290"
"16",608331,"Fried, Max","2021-06-01","92","17.4","0.400","0.000","1.000","0.400","0.352","0.138","0.151","2","5","82.0","-15.5","2305","88.2","88.43","5","10","6","0.2","6.32","102","144","114","147","316","317","286"
"16",663556,"McClanahan, Shane","2021-09-08","68","23.5","0.250","0.000","0.250","0.250","0.314","0.435","0.336","1","4","93.8","14.0","2216","92.5","93.11","1","6","10","0.6","6.54","97","150","124","147","287","327","310"
"16",592836,"Walker, Taijuan","2021-04-13","80","20.0","0.000","0.000","0.000","0.000","0.000","0.035","0.039","0","3","65.5","-39.0","2167","91.7","85.38","3","6","10","-6.3","6.12","124","163","119","151","304","338","302"
"16",592836,"Walker, Taijuan","2021-04-08","87","18.4","0.000","0.000","0.000","0.000","0.231","0.300","0.112","0","2","45.3","-54.0","2304","92.1","91.83","3","5","11","-0.3","6.02","119","153","113","147","300","331","295"
"16",543135,"Eovaldi, Nathan","2021-05-11","102","15.7","0.000","0.000","0.000","0.000","0.000","0.223","0.204","0","3","85.1","25.7","2080","91.9","92.17","1","8","8","0.3","6.44","114","158","120","149","292","315","291"
"15",592836,"Walker, Taijuan","2021-06-20","85","17.6","0.400","0.800","0.250","1.200","0.650","0.843","0.519","2","5","98.9","19.0","2071","87.8","87.65","3","8","7","-0.2","5.93","125","157","110","153","314","326","312"
"15",663556,"McClanahan, Shane","2021-07-20","93","16.1","0.333","0.000","0.500","0.333","0.293","0.205","0.206","1","3","89.6","18.5","2320","94.1","94.50","5","11","4","0.4","6.79","92","146","110","146","293","324","298"
"15",621111,"Buehler, Walker","2021-04-27","96","15.6","0.250","0.750",,"1.000","0.502","0.246","0.159","1","4","102.3","23.0","2805","91.1","91.46","4","8","7","0.4","6.47","122","171","140","151","297","316","295"
"15",592836,"Walker, Taijuan","2021-07-03","106","14.2","0.000","0.000","0.000","0.000","0.000","0.030","0.029","0","3","83.4","8.0","2124","90.9","90.25","1","5","10","-0.6","5.97","122","160","118","146","310","347","293"
"15",543135,"Eovaldi, Nathan","2021-08-11","97","15.5","0.000","0.000","0.000","0.000","0.000","0.012","0.008","0","3","99.4","48.0","2046","90.4","91.21","4","7","8","0.8","6.75","124","169","124","154","282","324","306"
"15",592836,"Walker, Taijuan","2021-05-01","94","16.0","0.250","0.000","0.333","0.250","0.220","0.341","0.284","1","4","92.1","25.7","2053","92.6","91.79","1","5","10","-0.8","6.03","95","153","118","147","299","338","297"
"15",543135,"Eovaldi, Nathan","2021-09-14","95","15.8","0.250","0.000","1.000","0.250","0.220","0.100","0.109","1","4","108.3","-4.0","2018","87.7","88.47","3","9","6","0.8","6.63","88","145","118","148","302","330","291"
"15",621111,"Buehler, Walker","2021-04-22","101","14.9","0.000","0.000","0.000","0.000","0.000","0.095","0.105","0","3","105.7","-12.0","2776","94.2","94.40","3","8","7","0.2","6.45","116","154","123","149","299","316","298"
"15",554430,"Wheeler, Zack","2021-09-11","101","14.9","0.000","0.000","0.000","0.000","0.000","0.001","0.001","0","3","79.5","72.0","2274","96.2","97.59","3","10","5","1.4","7.20","110","153","113","150","297","316","281"
"15",663556,"McClanahan, Shane","2021-08-01","88","17.0","0.250","0.000","0.500","0.250","0.220","0.271","0.250","1","4","100.2","21.5","2460","92.3","93.17","4","9","6","0.9","6.94","97","151","112","148","313","332","294"
"15",621111,"Buehler, Walker","2021-08-25","106","14.2","0.000","0.000","0.000","0.000","0.000","0.251","0.275","0","3","91.9","-22.0","2401","93.0","93.15","1","7","8","0.1","6.35","121","155","119","151","301","317","292"
"14",554430,"Wheeler, Zack","2021-08-19","100","14.0","0.000","0.000","0.000","0.000","0.000","0.088","0.097","0","3","84.1","-9.0","2331","95.5","96.83","1","7","7","1.3","7.11","119","157","106","153","296","325","302"
"14",608331,"Fried, Max","2021-08-14","86","16.3","0.000","0.000","0.000","0.000","0.000","0.153","0.164","0","3","100.9","2.0","2092","88.2","88.42","1","5","9","0.2","6.34","110","154","132","148","298","319","288"
"14",554430,"Wheeler, Zack","2021-06-04","101","13.9","0.000","0.000","0.000","0.000","0.000","0.271","0.293","0","3","97.6","0.0","2354","96.2","6.79","3","8","6","-89.4","7.10","114","154","125","146","299","325","292"
"14",608331,"Fried, Max","2021-05-17","95","14.7","0.250","0.000","0.333","0.250","0.220","0.448","0.375","1","4","88.1","32.7","2159","90.1","89.98","3","6","8","-0.1","6.23","97","151","123","151","307","323","299"
"14",621111,"Buehler, Walker","2021-08-14","110","12.7","0.000","0.000","0.000","0.000","0.173","0.412","0.349","0","3","92.5","1.0","2298","93.0","92.83","0","8","6","-0.2","6.41","113","154","109","152","296","324","300"
"14",543135,"Eovaldi, Nathan","2021-07-24","100","14.0","0.250","0.000","0.500","0.250","0.220","0.128","0.139","1","4","90.6","-4.0","2018","91.3","92.32","3","8","6","1.0","6.70","98","160","118","151","290","329","303"
"14",554430,"Wheeler, Zack","2021-04-03","90","15.6","0.000","0.000","0.000","0.000","0.000","0.044","0.040","0","3","85.6","14.0","2343","97.8","98.62","3","8","6","0.8","7.07","118","152","121","153","294","328","291"
"14",663556,"McClanahan, Shane","2021-08-19","79","17.7","0.000","0.000",,"0.000","0.000","0.000",,"0","3",,,"2239","87.5","88.04","4","6","8","0.5","6.82","105","153","115","152","306","319","295"
"14",621111,"Buehler, Walker","2021-04-03","90","15.6","0.000","0.000","0.000","0.000","0.000","0.157","0.099","0","3","89.8","43.7","2742","92.9","93.41","2","7","7","0.5","6.28","116","155","109","149","308","342","305"
"13",663556,"McClanahan, Shane","2021-08-27","78","16.7","0.000","0.000","0.000","0.000","0.000","0.038","0.036","0","3","86.5","5.5","2444","87.7","88.28","2","8","5","0.6","6.66","108","151","119","150","308","331","294"
"13",621111,"Buehler, Walker","2021-06-02","103","12.6","0.250","0.750","0.000","1.000","0.502","0.543","0.391","1","4","99.3","35.7","2691","93.1","93.50","4","10","3","0.4","6.40","118","154","119","154","296","315","295"
"13",621111,"Buehler, Walker","2021-07-17","93","14.0","0.250","0.000","0.333","0.250","0.220","0.193","0.206","1","4","86.3","-28.7","2436","92.9","93.58","3","8","5","0.7","6.24","105","160","110","152","313","334","299"
"13",621111,"Buehler, Walker","2021-08-20","107","12.1","0.000","0.000","0.000","0.000","0.000","0.133","0.148","0","3","88.6","-16.3","2364","92.5","92.82","1","7","6","0.3","6.28","121","157","132","144","294","312","295"
"13",621111,"Buehler, Walker","2021-09-05","53","24.5","0.250","0.750","0.000","1.000","0.502","0.699","0.490","1","4","98.5","10.3","2282","91.0","91.36","3","8","5","0.4","6.31","125","160","102","153","290","314","299"
"13",543135,"Eovaldi, Nathan","2021-04-19","100","13.0","0.400","0.200","0.500","0.600","0.424","0.333","0.233","2","5","85.4","-7.3","2159","91.3","91.78","3","8","5","0.5","6.45","105","154","113","149","279","308","305"
"13",608331,"Fried, Max","2021-07-05","91","14.3","0.250","0.000","0.500","0.250","0.220","0.254","0.266","1","4","97.0","-5.0","2376","87.2","87.43","3","7","6","0.2","6.26","90","148","123","135","317","315","281"
"13",608331,"Fried, Max","2021-09-19","99","13.1","0.000","0.000","0.000","0.000","0.000","0.270","0.295","0","3","84.2","14.0","2293","85.4","77.94","3","9","4","-7.5","6.17","110","156","124","149","310","328","289"
"13",608331,"Fried, Max","2021-09-29","98","13.3","0.000","0.000","0.000","0.000","0.000","0.050","0.040","0","3","73.6","22.0","2248","90.9","91.24","3","9","4","0.3","6.45","116","154","114","152","312","329","292"
"13",663556,"McClanahan, Shane","2021-07-03","71","18.3","0.000","0.000","0.000","0.000","0.000","0.161","0.179","0","3","97.5","-11.0","2219","92.3","92.96","2","5","8","0.7","6.43","108","153","121","147","301","326","298"
"13",554430,"Wheeler, Zack","2021-07-23","111","11.7","0.400","0.200","0.500","0.600","0.424","0.288","0.275","2","5","87.8","10.3","2381","96.1","97.55","2","8","5","1.5","7.20","121","157","120","153","294","329","295"
"13",554430,"Wheeler, Zack","2021-09-17","93","14.0","0.000","0.000","0.000","0.000","0.000","0.032","0.035","0","3","85.3","-15.0","2404","94.2","95.61","3","8","5","1.4","7.15","119","150","98","150","276","312","303"
"12",543135,"Eovaldi, Nathan","2021-04-07","91","13.2","0.000","0.000","0.000","0.000","0.000","0.263","0.282","0","3","88.6","22.0","2034","90.7","91.03","1","7","5","0.3","6.50","123","156","124","152","262","316","306"
"12",543135,"Eovaldi, Nathan","2021-09-29","90","13.3","0.250","0.250","0.500","0.500","0.310","0.041","0.044","1","4","91.2","20.0","2111","89.5","90.13","3","6","6","0.6","6.80","117","155","117","155","303","338","280"
"12",621111,"Buehler, Walker","2021-04-16","93","12.9","0.333","0.000","0.500","0.333","0.293","0.199","0.213","1","3","86.8","0.5","2748","93.0","92.71","2","6","6","-0.3","6.43","94","156","101","151","295","325","296"
"12",543135,"Eovaldi, Nathan","2021-09-19","78","15.4","0.250","0.000","1.000","0.250","0.220","0.138","0.150","1","4","95.4","8.0","1973","85.8","86.09","5","8","4","0.3","6.62","98","149","117","153","291","327","302"
"12",592836,"Walker, Taijuan","2021-08-03","93","12.9","0.400","0.200","0.500","0.600","0.424","0.364","0.306","2","5","93.9","29.8","1814","90.5","90.08","2","7","5","-0.4","6.11","111","158","116","147","301","323","292"
"12",543135,"Eovaldi, Nathan","2021-04-30","91","13.2","0.000","0.000","0.000","0.000","0.000","0.308","0.297","0","3","88.9","22.0","1979","90.2","90.59","2","6","6","0.4","6.40","122","171","119","150","305","331","299"
"12",621111,"Buehler, Walker","2021-05-11","91","13.2","0.250","0.750","0.000","1.000","0.502","0.452","0.284","1","4","98.8","12.0","2665","93.2","93.85","7","9","3","0.7","6.46","116","163","123","150","303","316","289"
"12",621111,"Buehler, Walker","2021-09-11","96","12.5","0.000","0.000","0.000","0.000","0.000","0.258","0.180","0","3","96.1","16.0","2526","90.1","90.31","0","6","6","0.2","6.36","121","153","127","151","289","309","295"
