"pitches","player_id","player_name","game_date","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"11",425794,"Wainwright, Adam","2021-07-16","88","12.5","0.000","0.000","0.000","0.000","0.000","0.337","0.365","0","3","93.2","6.5","2486","81.1","81.10","0","7","4","0.0","6.42","129","169","118","151","292","316","284"
"11",425794,"Wainwright, Adam","2021-07-27","87","12.6","0.250","0.000","0.333","0.250","0.220","0.236","0.255","1","4","77.2","18.3","2397","81.7","82.13","1","7","4","0.4","6.36","118","151","111","146","292","313","287"
"11",425794,"Wainwright, Adam","2021-06-09","95","11.6","0.000","0.000","0.000","0.000","0.000","0.151","0.158","0","3","86.5","-16.0","2472","82.7","82.79","0","2","9","0.1","6.54","124","163","118","151","293","312","306"
"11",425794,"Wainwright, Adam","2021-08-28","93","11.8","0.000","0.000","0.000","0.000","0.000","0.107","0.110","0","3","90.2","7.0","2422","82.8","82.95","0","5","6","0.2","6.35","130","175","120","151","289","307","286"
"10",425794,"Wainwright, Adam","2021-04-26","107","9.3","0.000","0.000","0.000","0.000","0.000","0.027","0.030","0","3","88.3","-15.0","2505","80.8","81.01","1","5","5","0.2","6.51","126","159","108","153","292","313","305"
"10",425794,"Wainwright, Adam","2021-06-26","102","9.8","0.000","0.000","0.000","0.000","0.000","0.158","0.127","0","3","95.6","11.0","2496","81.0","73.07","1","6","4","-7.9","6.50","132","171","112","153","293","307","300"
"9",425794,"Wainwright, Adam","2021-08-06","96","9.4","0.000","0.000","0.000","0.000","0.000","0.062","0.069","0","3","81.2","-8.0","2425","83.0","82.84","2","4","5","-0.2","6.39","119","161","115","151","294","300","285"
"9",425794,"Wainwright, Adam","2021-08-01","85","10.6","0.000","0.000","0.000","0.000","0.000","0.053","0.045","0","3","79.7","20.0","2409","78.4","78.48","0","5","4","0.1","6.33","122","158","112","149","300","324","303"
"9",425794,"Wainwright, Adam","2021-08-22","106","8.5","0.000","0.000","0.000","0.000","0.000","0.093","0.103","0","3","99.1","-10.0","2626","80.5","80.46","2","5","4","0.0","6.33","131","179","114","152","287","311","298"
"8",425794,"Wainwright, Adam","2021-06-03","105","7.6","0.000","0.000","0.000","0.000","0.000","0.126","0.100","0","3","87.0","2.5","2489","80.8","80.98","1","5","3","0.2","6.50","129","166","101","149","295","309","310"
