"pitches","player_id","player_name","game_date","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"11",663556,"McClanahan, Shane","2021-08-07","92","12.0","0.000","0.000","0.000","0.000","0.000","0.185","0.202","0","3","98.1","-9.5","2421","90.2","90.77","1","5","6","0.6","6.72","98","153","108","148","302","309","283"
"10",621111,"Buehler, Walker","2021-08-31","92","10.9","0.000","0.000","0.000","0.000","0.000","0.085","0.088","0","3","99.3","23.5","2538","85.9","86.06","3","6","4","0.2","6.37","122","161","114","150","300","308","289"
"10",554430,"Wheeler, Zack","2021-05-01","97","10.3","0.000","0.000","0.000","0.000","0.000","0.019","0.022","0","3","61.4","20.5","2286","95.7","96.86","2","8","2","1.2","7.10","119","154","116","152","291","325","294"
"10",621111,"Buehler, Walker","2021-06-08","93","10.8","0.000","0.000","0.000","0.000","0.000","0.289","0.308","0","3","85.2","36.0","2603","89.3","89.55","3","6","4","0.3","6.35","119","169","123","154","304","314","293"
"10",554430,"Wheeler, Zack","2021-05-29","101","9.9","0.000","0.000","0.000","0.000","0.000","0.069","0.064","0","3","62.3","-25.5","2276","84.5","85.71","4","7","3","1.2","7.32","123","149","106","148","291","328","306"
"10",543135,"Eovaldi, Nathan","2021-07-01","84","11.9","0.000","0.000","0.000","0.000","0.000","0.072","0.080","0","3","89.2","14.0","1984","90.9","91.88","1","6","4","1.0","6.70","120","158","128","151","274","317","304"
"9",543135,"Eovaldi, Nathan","2021-09-08","98","9.2","0.000","0.000","0.000","0.000","0.000","0.282","0.298","0","3","79.4","-2.0","1964","89.2","90.07","1","4","5","0.9","6.72","124","164","106","149","272","321","312"
"9",608331,"Fried, Max","2021-08-20","90","10.0","0.333","0.000","0.333","0.333","0.293","0.314","0.345","1","3","90.8","1.0","2039","94.6","94.86","1","5","4","0.3","6.59","96","150","117","145","306","330","285"
"9",621111,"Buehler, Walker","2021-08-20","107","8.4","0.000","0.000","0.000","0.000","0.000","0.466","0.430","0","3","93.4","15.3","2292","91.1","91.67","2","6","3","0.6","6.47","122","156","118","152","298","318","296"
"9",608331,"Fried, Max","2021-09-29","98","9.2","0.000","0.000","0.000","0.000","0.000","0.163","0.178","0","3","96.7","38.0","2103","86.2","86.34","1","5","4","0.1","6.40","117","154","120","152","311","327","290"
"9",554430,"Wheeler, Zack","2021-04-14","108","8.3","0.667","0.000","1.000","0.667","0.586","0.362","0.371","2","3","96.0","8.5","2325","93.5","94.71","2","6","3","1.2","7.03","110","147","112","153","299","315","303"
"8",592836,"Walker, Taijuan","2021-09-29","90","8.9","0.000","0.000","0.000","0.000","0.231","0.505","0.447","0","2","92.5","-31.0","2174","85.1","83.74","2","4","4","-1.4","5.84","118","153","107","153","290","315","300"
"8",621111,"Buehler, Walker","2021-05-17","98","8.2","0.000","0.000","0.000","0.000","0.000","0.305","0.250","0","3","96.0","31.3","2838","89.0","88.93","0","6","2","-0.1","6.43","120","167","126","153","289","315","291"
"8",621111,"Buehler, Walker","2021-05-11","91","8.8","0.000","0.000","0.000","0.000","0.000","0.155","0.167","0","3","84.8","32.0","2747","89.9","90.59","2","5","3","0.7","6.63","117","157","118","149","307","318","285"
"8",608331,"Fried, Max","2021-09-24","98","8.2","0.000","0.000","0.000","0.000","0.000","0.202","0.159","0","3","86.1","2.0","2222","84.3","84.41","1","4","4","0.1","6.35","115","153","116","149","286","317","298"
"7",543135,"Eovaldi, Nathan","2021-04-07","91","7.7","0.000","0.000","0.000","0.000","0.231","0.342","0.171","0","2","77.6","-28.0","2192","90.5","90.91","1","3","4","0.4","6.56","107","153","122","144","285","319","291"
"6",592836,"Walker, Taijuan","2021-08-25","74","8.1","0.500","0.000","0.500","0.500","0.440","0.057","0.053","1","2","71.8","21.0","1669","87.5","86.92","0","3","3","-0.6","5.80","104","155","103","146","305","336","301"
"5",543135,"Eovaldi, Nathan","2021-06-14","81","6.2","0.667","0.000","0.667","0.667","0.586","0.412","0.440","2","3","88.7","4.7","2029","89.7","90.32","1","4","1","0.6","6.70","99","150","116","145","286","327","305"
"5",608331,"Fried, Max","2021-06-06","92","5.4","1.000","0.000","1.000","1.000","0.879","0.803","0.859","2","2","81.8","15.0","2464","85.7","85.82","2","4","1","0.1","6.26","96","139","127","147","315","321","293"
"3",592836,"Walker, Taijuan","2021-06-20","85","3.5","0.500","0.500","0.500","1.000","0.621","0.312","0.336","1","2","73.0","8.0","2226","79.6","79.00","0","2","1","-0.6","5.73","119","150","98","155","302","323","316"
"3",608331,"Fried, Max","2021-05-17","95","3.2","1.000","1.000","1.000","2.000","1.242","0.319","0.234","1","1","95.3","25.0","2187","93.0","93.57","1","3","0","0.6","6.33","111","156","125","152","302","311","291"
