"pitches","player_id","player_name","game_date","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"15",425794,"Wainwright, Adam","2021-07-06","97","15.5","0.250","0.000","0.250","0.250","0.220","0.329","0.337","1","4","94.9","23.5","2367","81.1","71.79","0","8","7","-9.3","6.40","118","157","109","151","297","325","315"
"14",425794,"Wainwright, Adam","2021-05-29","93","15.1","0.000","0.000","0.000","0.000","0.000","0.120","0.123","0","3","86.7","3.0","2392","83.8","83.68","1","6","8","-0.1","6.41","132","159","113","151","299","320","309"
"13",425794,"Wainwright, Adam","2021-07-21","84","15.5","0.250","0.000","0.333","0.250","0.220","0.370","0.249","1","4","94.0","25.7","2331","84.3","84.90","2","6","7","0.6","6.52","100","147","115","148","301","326","306"
"13",425794,"Wainwright, Adam","2021-04-14","85","15.3","0.000","0.000","0.000","0.000","0.000","0.071","0.078","0","3","75.2","12.0","2357","84.0","84.35","1","4","9","0.4","6.52","117","162","127","148","310","328","313"
"13",425794,"Wainwright, Adam","2021-08-06","96","13.5","0.000","0.000","0.000","0.000","0.000","0.250","0.264","0","3","87.6","12.0","2337","85.5","85.75","2","6","7","0.2","6.39","122","167","121","152","296","318","302"
"13",425794,"Wainwright, Adam","2021-08-11","88","14.8","0.000","0.000","0.000","0.000","0.000","0.091","0.099","0","3","85.8","0.0","2400","82.3","82.18","0","4","9","-0.1","6.24","127","159","111","153","297","318","292"
"11",425794,"Wainwright, Adam","2021-04-26","107","10.3","0.000","0.000","0.000","0.000","0.000","0.125","0.138","0","3","105.1","-4.0","2543","85.2","85.55","2","4","7","0.3","6.51","122","164","122","150","303","327","318"
"11",425794,"Wainwright, Adam","2021-07-27","87","12.6","0.000","0.000","0.000","0.000","0.000","0.346","0.340","0","3","100.7","16.5","2285","83.5","83.80","0","3","8","0.3","6.39","123","161","112","151","297","322","289"
"11",425794,"Wainwright, Adam","2021-06-14","105","10.5","0.000","0.000","0.000","0.000","0.000","0.263","0.291","0","3","78.1","-18.0","2575","83.3","83.40","1","4","7","0.1","6.47","111","152","117","147","300","308","294"
"10",425794,"Wainwright, Adam","2021-09-28","102","9.8","0.000","0.000","0.000","0.000","0.000","0.187","0.202","0","3","86.0","1.3","2242","86.0","86.46","0","5","5","0.5","6.53","131","158","114","154","308","340","314"
"10",425794,"Wainwright, Adam","2021-05-03","93","10.8","0.000","0.000","0.000","0.000","0.000","0.026","0.020","0","3","80.6","25.5","2475","82.0","81.92","2","5","5","-0.1","6.44","127","159","103","153","293","315","307"
"10",425794,"Wainwright, Adam","2021-06-20","111","9.0","0.000","0.000","0.000","0.000","0.000","0.263","0.278","0","3","80.8","2.0","2395","83.8","84.23","1","4","6","0.4","6.47","128","160","130","152","308","316","303"
"10",425794,"Wainwright, Adam","2021-04-03","56","17.9","0.000","0.000","0.000","0.000","0.000","0.353","0.319","0","3","88.5","7.7","2128","83.4","83.78","2","6","4","0.4","6.45","125","175","121","150","289","319","300"
"9",425794,"Wainwright, Adam","2021-08-01","85","10.6","0.250","0.000","0.333","0.250","0.220","0.193","0.196","1","4","96.7","25.3","2295","82.7","82.87","1","5","4","0.2","6.40","110","151","105","148","298","323","303"
"9",425794,"Wainwright, Adam","2021-09-03","105","8.6","0.000","0.000","0.000","0.000","0.000","0.058","0.053","0","3","80.0","-24.5","2387","81.6","81.68","2","4","5","0.1","6.30","122","156","110","148","303","319","300"
"7",425794,"Wainwright, Adam","2021-08-28","93","7.5","0.000","0.000","0.000","0.000","0.000","0.182","0.198","0","3","80.5","-22.3","2331","81.6","81.59","1","4","3","0.0","6.31","127","161","108","150","299","321","291"
"7",425794,"Wainwright, Adam","2021-05-09","113","6.2","0.000","0.000","0.000","0.000","0.000","0.357","0.384","0","3","85.1","28.3","2326","85.0","84.91","0","3","4","-0.1","6.47","125","164","110","152","306","327","302"
