"pitches","player_id","player_name","game_date","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"23",543135,"Eovaldi, Nathan","2021-09-08","98","23.5","0.250","0.000","1.000","0.250","0.220","0.033","0.037","1","4","43.3","-63.0","2043","89.1","90.07","7","12","11","1.0","6.69","109","158","115","149","273","324","314"
"23",592836,"Walker, Taijuan","2021-06-03","104","22.1","0.200","0.000","0.250","0.200","0.262","0.285","0.206","1","5","81.4","-18.0","2194","89.0","88.31","1","10","13","-0.7","6.07","111","147","113","150","293","325","299"
"23",554430,"Wheeler, Zack","2021-04-26","114","20.2","0.250","0.000","0.333","0.250","0.220","0.256","0.267","1","4","79.2","28.3","2403","96.2","98.10","3","11","12","1.9","7.27","109","155","121","148","315","327","300"
"22",554430,"Wheeler, Zack","2021-07-23","111","19.8","0.250","0.000","0.250","0.250","0.377","0.412","0.241","1","4","78.0","4.0","2378","91.9","93.41","1","9","13","1.5","7.21","104","152","112","148","292","325","293"
"22",592836,"Walker, Taijuan","2021-08-19","99","22.2","0.500","0.167","0.500","0.667","0.500","0.153","0.152","3","6","89.9","11.4","2035","93.1","92.58","2","13","9","-0.5","6.00","119","164","117","146","304","324","300"
"21",592836,"Walker, Taijuan","2021-06-25","68","30.9","0.250","0.250","0.250","0.500","0.387","0.341","0.251","1","4","76.2","13.5","2062","88.8","88.23","0","8","13","-0.6","5.84","118","154","112","150","299","329","291"
"20",621111,"Buehler, Walker","2021-08-31","92","21.7","0.000","0.000","0.000","0.000","0.231","0.316","0.123","0","2","50.8","-65.5","2297","89.5","89.72","2","8","12","0.2","6.31","114","153","107","148","296","307","287"
"20",663556,"McClanahan, Shane","2021-08-13","101","19.8","0.400","0.000","0.500","0.400","0.352","0.391","0.417","2","5","100.0","1.8","2456","90.5","90.99","1","9","11","0.5","6.48","98","150","116","144","303","322","293"
"19",543135,"Eovaldi, Nathan","2021-07-01","84","22.6","0.250","0.000","0.333","0.250","0.220","0.082","0.085","1","4","86.4","34.0","2090","91.0","92.22","1","9","10","1.2","6.81","96","152","117","148","274","318","299"
"19",554430,"Wheeler, Zack","2021-09-06","99","19.2","0.000","0.000","0.000","0.000","0.000","0.181","0.185","0","3","74.6","28.0","2334","93.0","94.52","3","10","9","1.5","7.08","119","149","112","152","291","317","305"
"19",592836,"Walker, Taijuan","2021-09-05","82","23.2","0.800","0.000","0.800","0.800","0.701","0.434","0.402","4","5","82.6","-5.6","1985","89.1","88.93","2","8","11","-0.2","6.02","112","155","107","147","302","332","302"
"19",621111,"Buehler, Walker","2021-08-14","110","17.3","0.250","0.000","0.500","0.250","0.220","0.179","0.192","1","4","87.9","35.0","2406","91.2","91.29","4","9","10","0.1","6.39","93","139","95","147","290","316","290"
"19",554430,"Wheeler, Zack","2021-06-16","98","19.4","0.250","0.000","0.333","0.250","0.314","0.309","0.226","1","4","90.7","-5.0","2366","94.6","96.27","1","9","10","1.7","7.08","106","148","115","144","298","319","294"
"19",592836,"Walker, Taijuan","2021-04-08","87","21.8","0.250","0.000","0.250","0.250","0.314","0.403","0.332","1","4","76.0","8.0","2217","91.2","90.51","1","7","12","-0.7","5.92","109","160","119","151","298","334","304"
"19",554430,"Wheeler, Zack","2021-08-13","94","20.2","0.000","0.000","0.000","0.000","0.000","0.073","0.081","0","3","77.5","-54.0","2371","94.2","95.93","1","10","9","1.7","7.27","119","153","115","149","296","317","274"
"18",621111,"Buehler, Walker","2021-07-10","95","18.9","0.000","0.000","0.000","0.000","0.173","0.187","0.020","0","3","80.6","42.0","2479","91.7","92.23","2","5","13","0.5","6.43","110","157","114","155","298","318","295"
"18",608331,"Fried, Max","2021-08-20","90","20.0","0.250","0.000","0.333","0.250","0.220","0.088","0.093","1","4","75.8","6.0","2403","85.7","85.82","2","8","10","0.1","6.41","102","153","122","147","306","329","280"
"18",608331,"Fried, Max","2021-09-01","99","18.2","0.000","0.000","0.000","0.000","0.000","0.048","0.046","0","3","82.1","-4.0","2281","85.5","85.34","1","8","10","-0.2","6.07","111","154","121","151","300","306","283"
"18",663556,"McClanahan, Shane","2021-05-22","67","26.9","0.000","0.000","0.000","0.000","0.173","0.249","0.108","0","3","63.2","-60.0","2289","93.6","94.68","4","8","10","1.1","6.69","98","152","116","146","288","307","280"
"18",543135,"Eovaldi, Nathan","2021-09-14","95","18.9","0.250","0.250","0.333","0.500","0.310","0.214","0.221","1","4","96.0","11.3","1875","86.4","87.19","1","10","8","0.8","6.73","114","153","115","152","295","325","290"
"18",543135,"Eovaldi, Nathan","2021-04-24","87","20.7","0.400","0.200","0.400","0.600","0.469","0.530","0.328","2","5","89.1","25.0","2000","90.3","91.07","1","7","11","0.8","6.69","114","156","120","148","276","315","310"
"18",592836,"Walker, Taijuan","2021-09-17","88","20.5","0.250","0.750","0.000","1.000","0.502","0.623","0.390","1","4","95.1","-16.7","2039","92.4","91.61","1","8","10","-0.8","5.95","118","166","110","152","290","315","293"
"18",621111,"Buehler, Walker","2021-04-27","96","18.8","0.500","0.250","0.500","0.750","0.569","0.708","0.572","2","4","90.0","4.3","2902","89.2","89.51","2","8","10","0.3","6.56","106","160","115","148","299","313","289"
"17",621111,"Buehler, Walker","2021-04-22","101","16.8","0.000","0.000","0.000","0.000","0.000","0.039","0.042","0","3","85.9","-50.0","2831","89.5","89.86","3","10","7","0.4","6.44","121","152","128","152","294","313","291"
"17",543135,"Eovaldi, Nathan","2021-08-17","83","20.5","0.250","0.000","0.333","0.250","0.220","0.243","0.242","1","4","87.4","0.0","2020","88.5","89.27","2","8","9","0.8","6.78","111","158","115","149","308","340","286"
"17",608331,"Fried, Max","2021-05-12","89","19.1","0.000","0.000","0.000","0.000","0.000","0.162","0.172","0","3","75.6","-1.3","2435","83.7","83.66","2","9","8","0.0","6.22","110","156","124","151","308","330","289"
"17",554430,"Wheeler, Zack","2021-09-22","97","17.5","0.250","0.000","0.500","0.250","0.220","0.185","0.196","1","4","83.5","28.0","2386","91.7","93.33","3","9","8","1.6","7.24","100","153","113","149","287","312","277"
"17",621111,"Buehler, Walker","2021-06-08","93","18.3","0.000","0.000","0.000","0.000","0.000","0.063","0.058","0","3","87.4","36.0","2743","91.3","91.78","0","9","8","0.5","6.44","113","154","115","152","309","317","284"
"17",592836,"Walker, Taijuan","2021-07-24","76","22.4","1.000","1.333","1.000","2.333","1.376","0.940","0.694","3","3","107.8","19.3","1747","92.5","92.16","2","12","5","-0.3","6.06","105","149","110","143","304","334","301"
"17",608331,"Fried, Max","2021-08-08","105","16.2","0.000","0.000","0.000","0.000","0.000","0.030","0.032","0","3","82.2","39.0","2235","83.8","83.90","0","11","6","0.1","6.36","107","154","108","147","300","317","286"
"16",663556,"McClanahan, Shane","2021-07-27","89","18.0","0.500","0.250","0.667","0.750","0.562","0.292","0.208","2","4","90.6","7.3","2339","87.6","88.23","1","7","9","0.6","6.92","94","154","108","147","305","330","294"
"16",621111,"Buehler, Walker","2021-05-05","92","17.4","0.400","0.600","0.333","1.000","0.577","0.736","0.508","2","5","95.1","19.3","2607","90.3","90.88","2","8","8","0.6","6.58","118","166","127","152","294","315","288"
"16",608331,"Fried, Max","2021-08-14","86","18.6","0.000","0.000","0.000","0.000","0.000","0.027","0.030","0","3","97.2","-24.0","2073","86.5","86.79","3","6","10","0.3","6.38","115","154","119","150","295","316","279"
"16",608331,"Fried, Max","2021-06-06","92","17.4","0.000","0.000","0.000","0.000","0.000","0.121","0.132","0","3","99.1","-18.0","2376","84.3","84.44","2","9","7","0.1","6.30","116","153","145","150","316","314","292"
"16",554430,"Wheeler, Zack","2021-04-03","90","17.8","0.000","0.000",,"0.000","0.000","0.000",,"0","3",,,"2418","92.2","93.53","4","7","9","1.3","7.13","112","155","120","149","296","328","288"
"16",621111,"Buehler, Walker","2021-06-29","113","14.2","0.000","0.000","0.000","0.000","0.000","0.116","0.097","0","3","97.9","5.0","2525","88.2","88.58","1","7","9","0.4","6.40","118","154","118","153","305","315","290"
"16",621111,"Buehler, Walker","2021-05-28","92","17.4","0.250","0.750","0.000","1.000","0.502","0.254","0.151","1","4","86.7","29.7","2832","89.9","90.12","1","7","9","0.2","6.44","118","153","121","154","299","312","291"
"16",543135,"Eovaldi, Nathan","2021-08-11","97","16.5","0.250","0.250","0.500","0.500","0.310","0.172","0.186","1","4","95.0","-0.5","1989","86.3","87.34","3","10","6","1.0","6.83","124","150","127","153","271","315","309"
"16",663556,"McClanahan, Shane","2021-06-20","86","18.6","0.250","0.000","0.333","0.250","0.220","0.197","0.215","1","4","87.7","-18.7","2268","92.1","93.51","4","10","6","1.4","6.80","111","148","105","152","280","311","291"
"15",554430,"Wheeler, Zack","2021-05-29","101","14.9","0.250","0.000","1.000","0.250","0.220","0.052","0.055","1","4","100.0","-13.0","2286","92.4","93.83","1","6","9","1.4","7.30","93","148","106","144","295","331","305"
"15",621111,"Buehler, Walker","2021-05-11","91","16.5","0.000","0.000","0.000","0.000","0.000","0.003","0.002","0","3","92.8","54.0","2725","91.0","91.57","2","6","9","0.6","6.49","119","156","116","150","298","311","288"
"15",621111,"Buehler, Walker","2021-08-03","113","13.3","0.000","0.000","0.000","0.000","0.000","0.252","0.270","0","3","89.6","12.0","2479","89.9","90.27","2","7","8","0.4","6.37","118","158","116","151","305","318","295"
"15",621111,"Buehler, Walker","2021-08-25","106","14.2","0.333","0.000","0.500","0.333","0.293","0.377","0.405","1","3","67.6","-15.0","2432","90.7","90.91","2","8","7","0.2","6.45","122","152","107","152","290","309","294"
"15",621111,"Buehler, Walker","2021-09-11","96","15.6","0.000","0.000","0.000","0.000","0.173","0.220","0.059","0","3","80.1","-13.0","2122","89.5","89.91","2","7","8","0.4","6.33","113","151","112","151","290","309","283"
"15",543135,"Eovaldi, Nathan","2021-05-11","102","14.7","0.000","0.000","0.000","0.000","0.000","0.040","0.037","0","3","81.2","7.0","2097","91.5","92.01","1","6","9","0.5","6.58","116","158","127","147","304","318","291"
"15",543135,"Eovaldi, Nathan","2021-09-29","90","16.7","0.000","0.000","0.000","0.000","0.000","0.229","0.239","0","3","78.7","-11.0","2172","93.7","94.46","1","7","8","0.8","6.97","114","153","111","154","289","335","277"
"15",608331,"Fried, Max","2021-07-17","96","15.6","0.250","0.000","0.500","0.250","0.220","0.236","0.254","1","4","76.2","7.0","2439","84.7","85.04","3","8","7","0.3","6.37","96","147","123","146","309","320","296"
"15",608331,"Fried, Max","2021-09-12","89","16.9","0.000","0.000","0.000","0.000","0.173","0.275","0.133","0","3","63.2","52.5","2327","84.9","85.15","1","8","7","0.3","6.39","104","154","120","150","315","317","291"
"15",663556,"McClanahan, Shane","2021-06-15","89","16.9","0.250","0.750","0.000","1.000","0.502","0.494","0.267","1","4","88.8","7.0","2319","87.8","89.27","3","8","7","1.5","6.81","108","154","116","147","304","323","299"
"15",592836,"Walker, Taijuan","2021-07-03","106","14.2","0.000","0.000","0.000","0.000","0.000","0.260","0.203","0","4","86.4","21.0","2166","89.5","82.67","1","6","9","-6.8","5.38","97","156","114","145","302","341","291"
"15",621111,"Buehler, Walker","2021-04-03","90","16.7","0.000","0.000","0.000","0.000","0.000","0.041","0.044","0","3","83.8","-11.0","2667","92.3","93.10","3","6","9","0.8","6.31","123","160","115","152","297","346","302"
"15",554430,"Wheeler, Zack","2021-06-27","103","14.6","0.333","0.000","0.333","0.333","0.393","0.356","0.270","1","3","59.3","19.8","2337","93.1","94.83","1","8","7","1.7","7.01","107","146","102","141","289","318","301"
"15",554430,"Wheeler, Zack","2021-08-25","102","14.7","0.250","0.750","0.000","1.000","0.502","0.493","0.275","1","4","94.3","17.3","2523","91.6","93.03","2","7","8","1.4","7.17","121","151","107","155","290","310","287"
"14",592836,"Walker, Taijuan","2021-05-29","80","17.5","0.000","0.000","0.000","0.000","0.000","0.003","0.003","0","3","90.7","67.0","2214","88.2","87.07","2","5","9","-1.1","5.99","112","146","120","151","295","323","300"
"14",608331,"Fried, Max","2021-09-19","99","14.1","0.000","0.000","0.000","0.000","0.000","0.056","0.062","0","3","80.4","-13.5","2280","83.3","83.52","3","11","3","0.2","6.30","116","155","119","151","296","325","298"
"14",663556,"McClanahan, Shane","2021-08-19","79","17.7","0.400","0.200","0.400","0.600","0.424","0.574","0.477","2","5","95.1","15.2","2276","89.1","89.70","2","8","6","0.6","6.81","111","154","111","150","304","317","288"
"14",663556,"McClanahan, Shane","2021-06-26","87","16.1","0.000","0.000","0.000","0.000","0.000","0.272","0.303","0","3","96.2","2.5","2387","90.0","90.71","2","9","5","0.7","6.95","99","154","116","149","298","308","285"
"14",592836,"Walker, Taijuan","2021-06-20","85","16.5","0.250","0.750","0.000","1.000","0.502","0.490","0.299","1","4","84.8","-18.3","2124","85.9","85.68","0","8","6","-0.2","5.90","123","165","118","156","316","329","314"
"14",621111,"Buehler, Walker","2021-09-17","95","14.7","0.500","0.250","0.667","0.750","0.530","0.441","0.478","2","4","72.2","-2.0","2341","88.9","89.14","1","7","7","0.2","6.36","103","143","98","145","296","312","281"
"14",543135,"Eovaldi, Nathan","2021-08-23","94","14.9","0.250","0.000","0.250","0.250","0.220","0.322","0.344","1","4","62.7","-19.4","2044","87.7","88.66","0","10","4","1.0","6.77","96","150","105","147","273","316","302"
"14",592836,"Walker, Taijuan","2021-04-13","80","17.5","0.000","0.000",,"0.000","0.461","0.461",,"0","1",,,"2035","89.7","88.74","1","3","11","-1.0","6.01","101","150","110","147","290","331","297"
"14",663556,"McClanahan, Shane","2021-09-25","84","16.7","0.000","0.000","0.000","0.000","0.000","0.142","0.157","0","3","80.3","-5.0","2407","89.2","89.67","1","6","8","0.5","6.79","104","152","107","155","304","323","292"
"14",608331,"Fried, Max","2021-07-28","106","13.2","0.000","0.000","0.000","0.000","0.173","0.195","0.031","0","3","74.1","-39.0","2223","85.5","85.46","1","7","7","0.0","6.23","106","154","118","152","305","341","292"
"14",608331,"Fried, Max","2021-04-01","94","14.9","0.250","0.250","0.500","0.500","0.310","0.549","0.374","1","4","102.1","19.5","2453","87.5","87.01","3","7","7","-0.5","6.28","119","155","123","154","291","321","287"
"14",543135,"Eovaldi, Nathan","2021-06-26","109","12.8","0.000","0.000","0.000","0.000","0.000","0.610","0.417","0","3","96.3","26.7","2186","91.4","91.94","1","5","9","0.5","6.69","116","153","125","148","292","323","287"
"14",543135,"Eovaldi, Nathan","2021-06-14","81","17.3","0.000","0.000","0.000","0.000","0.000","0.065","0.057","0","3","94.0","25.7","1990","94.2","94.91","0","9","5","0.7","6.64","123","170","127","153","284","324","306"
"14",621111,"Buehler, Walker","2021-06-02","103","13.6","0.250","0.750","0.000","1.000","0.502","0.144","0.090","1","4","86.6","20.0","2489","91.6","91.91","2","6","8","0.3","6.39","125","167","139","154","289","313","297"
"14",608331,"Fried, Max","2021-06-18","98","14.3","0.250","0.000","0.500","0.250","0.220","0.143","0.154","1","4","84.8","3.5","2323","85.7","85.73","3","7","7","0.0","6.18","99","151","120","148","317","316","285"
"14",543135,"Eovaldi, Nathan","2021-06-04","87","16.1","0.000","0.000","0.000","0.000","0.000","0.008","0.006","0","3","100.0","49.0","2108","90.5","91.01","2","6","8","0.5","6.79","114","154","116","151","305","335","289"
"14",608331,"Fried, Max","2021-09-07","96","14.6","0.333","0.000","0.500","0.333","0.393","0.241","0.093","1","3","87.4","-30.5","2283","83.5","83.79","1","5","9","0.3","6.34","100","151","111","148","313","321","294"
"13",608331,"Fried, Max","2021-06-30","74","17.6","0.333","0.000","0.333","0.333","0.293","0.299","0.318","1","3","85.0","-16.7","2328","85.4","85.51","0","6","7","0.1","6.24","109","146","133","134","293","315","293"
"13",621111,"Buehler, Walker","2021-10-03","79","16.5","0.000","0.000","0.000","0.000","0.000","0.288","0.293","0","3","105.8","11.0","2417","90.8","91.15","3","6","7","0.4","6.33","119","161","116","151","293","317","296"
"13",621111,"Buehler, Walker","2021-09-28","90","14.4","0.333","0.000","0.333","0.333","0.293","0.121","0.129","1","3","82.2","-12.7","2410","90.1","90.45","1","6","7","0.4","6.34","109","153","112","150","300","319","297"
"13",554430,"Wheeler, Zack","2021-08-19","100","13.0","0.250","0.000","0.500","0.250","0.220","0.280","0.279","1","4","97.4","11.0","2359","91.8","92.98","3","8","5","1.2","7.12","108","153","110","149","302","317","286"
"13",663556,"McClanahan, Shane","2021-05-27","63","20.6","0.000","0.000","0.000","0.000","0.000","0.076","0.075","0","3","86.6","-14.0","2329","88.1","89.15","4","8","5","1.1","7.00","103","155","118","149","306","324","286"
"13",554430,"Wheeler, Zack","2021-08-03","105","12.4","0.250","0.000","0.250","0.250","0.220","0.277","0.302","1","4","79.9","-9.8","2330","91.2","92.81","0","6","7","1.6","7.08","107","149","110","146","297","325","298"
"13",663556,"McClanahan, Shane","2021-07-20","93","14.0","0.000","0.000","0.000","0.000","0.000","0.244","0.237","0","3","86.9","15.5","2204","89.4","90.18","3","6","7","0.8","6.92","106","154","111","154","293","324","296"
"13",554430,"Wheeler, Zack","2021-07-29","100","13.0","0.000","0.000","0.000","0.000","0.000","0.031","0.034","0","3","92.2","-17.0","2396","93.1","94.44","2","6","7","1.3","7.18","112","153","110","150","291","323","287"
"13",554430,"Wheeler, Zack","2021-07-02","114","11.4","0.400","0.000","0.667","0.400","0.352","0.359","0.379","2","5","77.9","8.7","2316","94.4","95.93","1","10","3","1.5","7.12","100","147","105","149","293","321","286"
"13",543135,"Eovaldi, Nathan","2021-04-19","100","13.0","0.400","0.400","0.500","0.800","0.497","0.190","0.168","2","5","74.9","-5.8","1981","87.4","87.90","2","7","6","0.5","6.56","115","158","120","151","284","308","302"
"13",592836,"Walker, Taijuan","2021-05-01","94","13.8","0.000","0.000","0.000","0.000","0.000","0.024","0.018","0","3","89.2","30.0","2103","88.8","88.12","2","7","6","-0.7","6.00","125","159","115","151","283","321","289"
"13",592836,"Walker, Taijuan","2021-09-11","103","12.6","0.000","0.000","0.000","0.000","0.000","0.178","0.190","0","3","92.7","-3.5","2110","91.2","90.76","1","6","7","-0.4","6.03","117","166","109","149","305","337","305"
"12",592836,"Walker, Taijuan","2021-05-06","92","13.0","0.000","0.000","0.000","0.000","0.000","0.191","0.204","0","3","90.9","41.0","2310","88.3","87.60","2","5","7","-0.7","5.96","117","158","103","148","310","328","304"
"12",554430,"Wheeler, Zack","2021-07-18","101","11.9","0.500","0.000","0.667","0.500","0.440","0.209","0.223","2","4","77.3","-5.0","2349","92.7","94.41","2","8","4","1.7","7.18","103","152","116","149","297","322","280"
"12",543135,"Eovaldi, Nathan","2021-04-02","89","13.5","0.000","0.000","0.000","0.000","0.000","0.089","0.088","0","3","74.2","-0.5","1734","90.9","91.43","2","6","6","0.5","6.59","111","155","113","146","283","310","298"
"12",621111,"Buehler, Walker","2021-04-09","90","13.3","0.400","0.000","0.500","0.400","0.352","0.366","0.361","2","5","92.7","-9.8","2711","91.9","92.09","0","4","8","0.2","6.31","99","160","106","151","300","311","290"
"12",543135,"Eovaldi, Nathan","2021-09-19","78","15.4","0.250","0.000","0.333","0.250","0.220","0.290","0.296","1","4","93.5","13.0","1924","89.8","90.60","1","8","4","0.8","6.78","88","146","120","148","295","330","300"
"12",608331,"Fried, Max","2021-06-12","94","12.8","0.250","0.750","0.000","1.000","0.502","0.471","0.283","1","4","91.4","-2.8","2303","87.3","86.82","2","7","5","-0.5","6.32","114","153","146","132","306","314","290"
"12",554430,"Wheeler, Zack","2021-09-17","93","12.9","0.000","0.000","0.000","0.000","0.000","0.135","0.141","0","3","89.3","-21.7","2210","94.2","95.80","0","7","5","1.6","7.19","116","150","102","149","269","310","304"
"12",663556,"McClanahan, Shane","2021-09-08","68","17.6","0.000","0.000","0.000","0.000","0.000","0.391","0.369","0","3","97.7","18.0","2212","87.9","88.73","1","5","7","0.8","6.60","105","152","120","146","273","314","300"
"12",554430,"Wheeler, Zack","2021-05-18","92","13.0","0.250","0.250","0.500","0.500","0.310","0.445","0.382","1","4","96.1","19.0","2423","92.3","93.63","3","7","5","1.3","7.17","112","151","105","149","290","311","284"
"12",608331,"Fried, Max","2021-05-05","72","16.7","0.500","0.000","0.667","0.500","0.440","0.439","0.456","2","4","90.6","-0.7","2479","84.4","84.54","2","8","4","0.1","6.28","98","141","107","147","294","311","296"
"12",554430,"Wheeler, Zack","2021-09-11","101","11.9","0.333","0.333","0.500","0.667","0.414","0.372","0.391","1","3","91.9","2.5","2432","93.9","95.63","1","4","8","1.7","7.23","109","152","101","151","277","312","294"
"12",554430,"Wheeler, Zack","2021-04-14","108","11.1","0.250","0.000","0.250","0.250","0.220","0.408","0.365","1","4","90.8","16.0","2340","92.1","93.49","0","6","6","1.4","7.02","117","149","126","150","300","319","301"
"12",543135,"Eovaldi, Nathan","2021-09-03","98","12.2","0.000","0.000","0.000","0.000","0.173","0.215","0.054","0","3","88.2","5.5","2068","87.7","88.64","0","3","9","0.9","6.83","103","153","114","151","275","317","307"
"12",543135,"Eovaldi, Nathan","2021-05-29","101","11.9","0.000","0.000","0.000","0.000","0.000","0.106","0.098","0","3","81.1","-3.0","1970","86.8","87.14","1","6","6","0.3","6.59","116","148","107","149","278","310","295"
"12",554430,"Wheeler, Zack","2021-09-28","93","12.9","0.000","0.000","0.000","0.000","0.000","0.027","0.027","0","3","96.2","-23.0","2364","94.9","96.83","4","6","6","1.9","7.33","112","152","117","148","293","309","268"
"12",608331,"Fried, Max","2021-05-17","95","12.6","0.000","0.000","0.000","0.000","0.173","0.456","0.387","0","3","78.7","-25.5","2284","88.7","89.11","1","5","7","0.4","6.32","88","145","106","148","298","307","274"
"12",543135,"Eovaldi, Nathan","2021-05-22","85","14.1","0.250","0.000","0.250","0.250","0.220","0.299","0.311","1","4","94.2","27.8","2049","94.5","94.85","1","6","6","0.4","6.63","112","161","107","153","305","326","290"
"12",608331,"Fried, Max","2021-09-29","98","12.2","0.000","0.000","0.000","0.000","0.000","0.132","0.147","0","3","82.3","-6.5","2314","85.1","85.38","0","5","7","0.3","6.47","117","154","116","151","304","319","284"
"12",592836,"Walker, Taijuan","2021-09-29","90","13.3","0.000","0.000","0.000","0.000","0.000","0.229","0.238","0","3","87.7","-1.0","2026","90.8","89.62","2","6","6","-1.2","5.90","116","160","102","150","292","319","299"
"12",592836,"Walker, Taijuan","2021-08-25","74","16.2","0.000","0.000","0.000","0.000","0.000","0.241","0.153","0","3","95.5","30.0","2019","89.4","89.01","1","3","9","-0.4","5.87","123","180","109","156","302","336","304"
"11",621111,"Buehler, Walker","2021-05-22","105","10.5","0.000","0.000","0.000","0.000","0.000","0.185","0.093","0","3","94.4","43.0","2640","91.5","91.92","0","4","7","0.4","6.51","113","161","111","155","301","327","310"
"11",608331,"Fried, Max","2021-07-05","91","12.1","0.000","0.000","0.000","0.000","0.000","0.106","0.107","0","3","86.2","6.7","2433","83.8","83.94","0","5","6","0.1","6.17","114","155","143","131","299","316","283"
"11",543135,"Eovaldi, Nathan","2021-06-09","107","10.3","0.250","0.000","0.250","0.250","0.220","0.309","0.317","1","4","75.9","11.8","2058","94.0","94.74","0","4","7","0.7","6.65","117","163","111","152","275","323","301"
"11",608331,"Fried, Max","2021-08-27","93","11.8","0.000","0.000","0.000","0.000","0.000","0.144","0.155","0","3","76.3","-6.0","2182","88.6","88.93","0","5","6","0.3","6.36","114","152","133","140","300","308","289"
"11",621111,"Buehler, Walker","2021-04-16","93","11.8","0.250","0.750","0.000","1.000","0.502","0.884","0.459","1","4","101.1","15.5","2825","89.8","89.80","1","5","6","0.0","6.47","113","160","106","151","301","325","293"
"11",592836,"Walker, Taijuan","2021-06-15","92","12.0","0.000","0.000","0.000","0.000","0.000","0.032","0.036","0","3","100.3","-25.0","2163","91.3","90.79","3","6","5","-0.5","5.91","121","157","110","151","299","342","312"
"11",621111,"Buehler, Walker","2021-08-08","95","11.6","0.000","0.000","0.000","0.000","0.000","0.025","0.026","0","3","90.6","-34.0","2507","86.3","86.64","4","6","5","0.3","6.28","115","158","115","150","299","319","293"
"11",621111,"Buehler, Walker","2021-07-28","98","11.2","0.333","0.000","0.500","0.333","0.293","0.355","0.378","1","3","103.6","3.5","2592","86.9","87.54","0","2","9","0.6","6.48","111","155","111","153","310","317","292"
"11",621111,"Buehler, Walker","2021-07-22","99","11.1","0.000","0.000","0.000","0.000","0.000","0.136","0.111","0","3","98.4","21.0","2541","88.4","88.55","4","6","5","0.2","6.35","120","153","107","153","300","316","291"
